Trade_Date,Exchange,Sett Type,Scrip_Name,Order_Type,Qty,Mkt_Price,Mkt Value,Squp/Del,Brok_Amt,Net Amt,Product,Aggregated_Taxes
24-Apr-23,NSE,,CENTURY ENKA LTD,B,107,372.3,39836.1,D,298.77,-40236.04,Cash,101.17000000000002
25-Apr-23,NSE,,CENTURY ENKA LTD,B,111,385.95,42840.45,D,321.3,-43270.55,Cash,108.80000000000001
28-Apr-23,NSE,,CENTURY ENKA LTD,S,1050,401.1,421155.0,D,3158.66,416989.98,Cash,1006.3700000000001
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,250,379.0,94750.0,D,710.63,-95701.54,Cash,240.91
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,26,385.75,10029.5,D,75.22,-10130.04,Cash,25.32
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,385.75,771.5,D,5.79,-779.24,Cash,1.9500000000000002
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,385.8,1929.0,D,14.47,-1948.34,Cash,4.87
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,385.85,1157.55,D,8.68,-1169.14,Cash,2.91
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,385.9,385.9,D,2.89,-389.76,Cash,0.97
03-May-23,NSE,,UNIVERSAL CABLES LTD,B,13,385.9,5016.7,D,37.63,-5066.99,Cash,12.66
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,50,377.9,18895.0,D,141.71,-19084.83,Cash,48.120000000000005
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,19,378.0,7182.0,D,53.87,-7254.17,Cash,18.3
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,378.3,1513.2,D,11.35,-1528.4,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,378.4,1892.0,D,14.19,-1911.02,Cash,4.83
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,378.45,1135.35,D,8.52,-1146.76,Cash,2.89
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.45,3784.5,D,28.38,-3822.5,Cash,9.62
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,378.45,1135.35,D,8.52,-1146.76,Cash,2.89
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.45,3784.5,D,28.38,-3822.5,Cash,9.62
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,378.45,1135.35,D,8.52,-1146.76,Cash,2.89
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.45,3784.5,D,28.38,-3822.5,Cash,9.62
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,378.45,756.9,D,5.68,-764.49,Cash,1.91
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,24,378.45,9082.8,D,68.12,-9174.06,Cash,23.14
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,378.5,1514.0,D,11.36,-1529.21,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,9,378.6,3407.4,D,25.56,-3441.63,Cash,8.67
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,378.7,1514.8,D,11.36,-1530.01,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,378.75,1515.0,D,11.36,-1530.21,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,6,378.8,2272.8,D,17.05,-2295.63,Cash,5.78
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,378.9,1894.5,D,14.21,-1913.54,Cash,4.83
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.95,378.95,D,2.84,-382.76,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.95,3789.5,D,28.42,-3827.56,Cash,9.64
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.95,378.95,D,2.84,-382.76,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.95,3789.5,D,28.42,-3827.56,Cash,9.64
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.95,378.95,D,2.84,-382.76,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,378.95,3789.5,D,28.42,-3827.56,Cash,9.64
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.95,378.95,D,2.84,-382.76,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,24,378.95,9094.8,D,68.21,-9186.17,Cash,23.160000000000004
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,17,379.1,6444.7,D,48.34,-6509.45,Cash,16.41
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,378.0,756.0,D,18.9,-779.19,Cash,4.29
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.0,378.0,D,9.45,-389.6,Cash,2.15
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,378.0,378.0,D,9.45,-389.6,Cash,2.15
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,379.15,379.15,D,2.84,-382.96,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,379.15,758.3,D,5.69,-765.9,Cash,1.91
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,379.2,758.4,D,5.69,-766.0,Cash,1.91
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,379.2,379.2,D,2.84,-383.01,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,379.25,1517.0,D,11.38,-1532.23,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,379.3,1517.2,D,11.38,-1532.43,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,379.35,1896.75,D,14.23,-1915.81,Cash,4.83
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,16,379.35,6069.6,D,45.52,-6130.58,Cash,15.459999999999997
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,379.4,1517.6,D,11.38,-1532.83,Cash,3.85
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,379.45,758.9,D,5.69,-766.5,Cash,1.91
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,379.45,379.45,D,2.85,-383.27,Cash,0.97
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,8,379.45,3035.6,D,22.77,-3066.1,Cash,7.73
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,100,386.5,38650.0,D,289.88,-39037.51,Cash,97.63000000000001
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,31,386.5,11981.5,D,89.86,-12101.64,Cash,30.28
04-May-23,NSE,,UNIVERSAL CABLES LTD,B,19,386.9,7351.1,D,55.13,-7424.78,Cash,18.55
05-May-23,NSE,,KIRLOSKAR BROTHERS LTD,B,1,436.7,436.7,D,3.28,-441.08,Cash,1.1
05-May-23,NSE,,KIRLOSKAR BROTHERS LTD,B,199,436.7,86903.3,D,651.77,-87775.76,Cash,220.69
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,68,389.5,26486.0,D,198.65,-26751.99,Cash,67.34
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,32,389.5,12464.0,D,93.48,-12589.17,Cash,31.69
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,53,390.05,20672.65,D,155.04,-20880.2,Cash,52.510000000000005
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,15,390.1,5851.5,D,43.89,-5910.27,Cash,14.88
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,15,390.2,5853.0,D,43.9,-5911.78,Cash,14.88
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,17,390.4,6636.8,D,49.78,-6703.45,Cash,16.869999999999997
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.65,390.65,D,2.93,-394.56,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,390.65,781.3,D,5.86,-789.15,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.65,390.65,D,2.93,-394.56,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,13,390.65,5078.45,D,38.09,-5129.46,Cash,12.920000000000002
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,15,390.7,5860.5,D,43.95,-5919.35,Cash,14.9
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,390.75,1172.25,D,8.79,-1184.01,Cash,2.9699999999999998
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,390.8,781.6,D,5.86,-789.45,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.8,390.8,D,2.93,-394.71,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,390.8,781.6,D,5.86,-789.45,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.8,390.8,D,2.93,-394.71,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,390.8,781.6,D,5.86,-789.45,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.8,390.8,D,2.93,-394.71,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,390.8,390.8,D,2.93,-394.71,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,390.85,1954.25,D,14.66,-1973.87,Cash,4.96
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,390.75,3907.5,D,29.31,-3946.74,Cash,9.93
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,12,390.75,4689.0,D,35.17,-4736.07,Cash,11.9
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,13,390.8,5080.4,D,38.1,-5131.42,Cash,12.920000000000002
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,15,390.85,5862.75,D,43.97,-5921.62,Cash,14.9
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,20,390.5,7810.0,D,58.58,-7888.4,Cash,19.82
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,25,391.8,9795.0,D,73.46,-9893.31,Cash,24.85
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,16,391.8,6268.8,D,47.02,-6331.72,Cash,15.9
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,391.85,783.7,D,5.88,-791.57,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,16,391.95,6271.2,D,47.03,-6334.13,Cash,15.9
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,9,392.3,3530.7,D,26.48,-3566.12,Cash,8.94
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,392.35,392.35,D,2.94,-396.27,Cash,0.98
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,392.35,784.7,D,5.89,-792.58,Cash,1.99
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,29,392.45,11381.05,D,85.36,-11495.25,Cash,28.84
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,41,390.65,16016.65,D,120.12,-16177.45,Cash,40.68
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,59,390.65,23048.35,D,172.86,-23279.75,Cash,58.540000000000006
08-May-23,NSE,,UNIVERSAL CABLES LTD,B,5,390.5,1952.5,D,14.64,-1972.1,Cash,4.96
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,25,384.8,9620.0,D,72.15,-9716.57,Cash,24.42
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,384.8,769.6,D,5.77,-777.33,Cash,1.96
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,384.9,1154.7,D,8.66,-1166.29,Cash,2.9299999999999997
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,4,384.9,1539.6,D,11.55,-1555.05,Cash,3.9000000000000004
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,384.9,1154.7,D,8.66,-1166.29,Cash,2.9299999999999997
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,11,384.9,4233.9,D,31.75,-4276.4,Cash,10.75
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,3,384.95,1154.85,D,8.66,-1166.44,Cash,2.9299999999999997
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,384.95,384.95,D,2.89,-388.82,Cash,0.98
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,10,385.0,3850.0,D,28.88,-3888.66,Cash,9.78
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,2,385.0,770.0,D,5.78,-777.74,Cash,1.96
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,385.0,385.0,D,2.89,-388.87,Cash,0.98
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,1,385.0,385.0,D,2.89,-388.87,Cash,0.98
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,16,385.0,6160.0,D,46.2,-6221.85,Cash,15.65
09-May-23,NSE,,UNIVERSAL CABLES LTD,B,18,385.35,6936.3,D,52.02,-7005.93,Cash,17.61
11-May-23,NSE,,KIRLOSKAR BROTHERS LTD,S,350,506.4,177240.0,D,1329.3,175487.16,Cash,423.54
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,3,413.65,1240.95,D,9.31,1228.69,Cash,2.9499999999999997
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,11,413.6,4549.6,D,34.12,4504.64,Cash,10.84
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,12,413.2,4958.4,D,37.19,4909.39,Cash,11.82
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,5,413.15,2065.75,D,15.49,2045.33,Cash,4.93
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,48,413.05,19826.4,D,148.7,19630.41,Cash,47.29
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,413.0,413.0,D,3.1,408.92,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,11,412.9,4541.9,D,34.06,4497.0,Cash,10.84
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.85,825.7,D,6.19,817.54,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,412.8,1651.2,D,12.38,1634.9,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.75,825.5,D,6.19,817.34,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,412.75,1651.0,D,12.38,1634.7,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.75,825.5,D,6.19,817.34,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,412.75,1651.0,D,12.38,1634.7,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.75,825.5,D,6.19,817.34,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,412.75,1651.0,D,12.38,1634.7,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.75,825.5,D,6.19,817.34,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.75,825.5,D,6.19,817.34,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,412.75,1651.0,D,12.38,1634.7,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,3,412.6,1237.8,D,9.28,1225.57,Cash,2.9499999999999997
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,8,412.6,3300.8,D,24.76,3268.16,Cash,7.88
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,3,412.6,1237.8,D,9.28,1225.57,Cash,2.9499999999999997
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,8,412.6,3300.8,D,24.76,3268.16,Cash,7.88
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,3,412.6,1237.8,D,9.28,1225.57,Cash,2.9499999999999997
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,8,412.6,3300.8,D,24.76,3268.16,Cash,7.88
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,3,412.6,1237.8,D,9.28,1225.57,Cash,2.9499999999999997
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,7,412.6,2888.2,D,21.66,2859.65,Cash,6.89
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,412.6,825.2,D,6.19,817.04,Cash,1.9700000000000002
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,412.55,412.55,D,3.09,408.48,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,15,412.55,6188.25,D,46.41,6127.06,Cash,14.780000000000001
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,16,412.55,6600.8,D,49.51,6535.53,Cash,15.76
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,15,412.45,6186.75,D,46.4,6125.57,Cash,14.780000000000001
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,13,412.4,5361.2,D,40.21,5308.18,Cash,12.81
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,15,412.25,6183.75,D,46.38,6122.61,Cash,14.759999999999998
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,412.1,412.1,D,3.09,408.03,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,17,412.1,7005.7,D,52.54,6936.43,Cash,16.73
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,412.05,412.05,D,3.09,407.98,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,412.0,412.0,D,3.09,407.93,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,412.0,412.0,D,3.09,407.93,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,18,411.95,7415.1,D,55.61,7341.77,Cash,17.72
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,411.6,411.6,D,3.09,407.53,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,411.55,411.55,D,3.09,407.48,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,38,411.4,15633.2,D,117.25,15478.59,Cash,37.36
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,22,411.35,9049.7,D,67.87,8960.2,Cash,21.63
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,47,411.1,19321.7,D,144.91,19130.6,Cash,46.190000000000005
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,411.05,411.05,D,3.08,406.99,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,23,411.05,9454.15,D,70.91,9360.64,Cash,22.6
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,31,411.05,12742.55,D,95.57,12616.53,Cash,30.45
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,6,411.0,2466.0,D,18.5,2441.61,Cash,5.890000000000001
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,1,411.0,411.0,D,3.08,406.94,Cash,0.98
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,50,411.0,20550.0,D,154.13,20346.75,Cash,49.120000000000005
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,71,410.95,29177.45,D,218.83,28888.87,Cash,69.75
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,19,410.75,7804.25,D,58.53,7727.06,Cash,18.66
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,2,410.65,821.3,D,6.16,813.19,Cash,1.95
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,27,410.65,11087.55,D,83.16,10977.89,Cash,26.5
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,17,410.65,6981.05,D,52.36,6912.0,Cash,16.689999999999998
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,10,410.6,4106.0,D,30.8,4065.4,Cash,9.799999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,410.6,1642.4,D,12.32,1626.16,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,10,410.6,4106.0,D,30.8,4065.4,Cash,9.799999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,410.6,1642.4,D,12.32,1626.16,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,10,410.6,4106.0,D,30.8,4065.4,Cash,9.799999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,410.6,1642.4,D,12.32,1626.16,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,10,410.6,4106.0,D,30.8,4065.4,Cash,9.799999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,4,410.6,1642.4,D,12.32,1626.16,Cash,3.92
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,7,410.6,2874.2,D,21.56,2845.77,Cash,6.87
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,10,410.0,4100.0,D,30.75,4059.45,Cash,9.799999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,15,410.0,6150.0,D,46.13,6089.15,Cash,14.719999999999999
12-May-23,NSE,,UNIVERSAL CABLES LTD,S,76,410.0,31160.0,D,233.7,30851.75,Cash,74.55000000000001
12-May-23,NSE,,LT FOODS LIMITED,S,40,113.3,4532.0,D,33.99,4487.19,Cash,10.82
12-May-23,NSE,,LT FOODS LIMITED,S,21,113.3,2379.3,D,17.84,2355.76,Cash,5.7
12-May-23,NSE,,LT FOODS LIMITED,S,939,113.3,106388.7,D,797.92,105336.56,Cash,254.22
16-May-23,NSE,,UNIVERSAL CABLES LTD,B,250,414.0,103500.0,D,776.25,-104539.03,Cash,262.78
16-May-23,NSE,,UNIVERSAL CABLES LTD,B,100,414.0,41400.0,D,310.5,-41815.62,Cash,105.12
16-May-23,NSE,,UNIVERSAL CABLES LTD,B,138,413.5,57063.0,D,427.97,-57635.94,Cash,144.97000000000003
16-May-23,NSE,,UNIVERSAL CABLES LTD,B,112,413.5,46312.0,D,347.34,-46776.99,Cash,117.65
16-May-23,NSE,,GRANULES INDIA LIMITED,B,74,289.1,21393.4,D,160.45,-21608.17,Cash,54.32
16-May-23,NSE,,GRANULES INDIA LIMITED,B,126,289.1,36426.6,D,273.2,-36792.31,Cash,92.51
18-May-23,BSE,,ANUH PHARMA LTD.,B,280,94.35,26418.0,D,198.14,-26713.39,Cash,97.25
18-May-23,BSE,,ANUH PHARMA LTD.,B,20,94.35,1887.0,D,14.15,-1908.09,Cash,6.9399999999999995
07-Jun-23,NSE,,SUZLON ENERGY LIMITED,S,3000,14.25,42750.0,D,320.63,42327.21,Cash,102.16
12-Jun-23,BSE,,ANUH PHARMA LTD.,B,300,97.25,29175.0,D,218.81,-29501.22,Cash,107.41
14-Jun-23,BSE,,ANUH PHARMA LTD.,S,200,113.02,22604.0,D,169.53,22354.67,Cash,79.80000000000001
14-Jun-23,BSE,,ANUH PHARMA LTD.,S,400,113.02,45208.0,D,339.06,44709.29,Cash,159.65000000000003
22-Jun-23,NSE,,FORTIS HEALTHCARE LTD,B,150,304.85,45727.5,D,342.96,-46186.59,Cash,116.13000000000001
05-Jul-23,NSE,,STEEL AUTHORITY OF INDIA,S,768,88.3,67814.4,D,508.61,67143.75,Cash,162.04
05-Jul-23,NSE,,STEEL AUTHORITY OF INDIA,S,232,88.3,20485.6,D,153.64,20283.0,Cash,48.96
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,239,313.45,74914.55,D,561.86,74173.68,Cash,179.01
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,1,313.45,313.45,D,2.35,310.36,Cash,0.74
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,60,313.45,18807.0,D,141.05,18621.03,Cash,44.92
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,269,313.45,84318.05,D,632.39,83484.18,Cash,201.48000000000002
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,3,313.45,940.35,D,7.05,931.07,Cash,2.23
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,50,313.45,15672.5,D,117.54,15517.5,Cash,37.46
07-Jul-23,NSE,,GRANULES INDIA LIMITED,S,28,313.45,8776.6,D,65.82,8689.8,Cash,20.98
11-Jul-23,NSE,,GRANULES INDIA LIMITED,B,900,309.5,278550.0,D,2089.13,-281346.51,Cash,707.38
12-Jul-23,BSE,,ANUH PHARMA LTD.,B,105,102.6,10773.0,D,80.8,-10893.45,Cash,39.65
12-Jul-23,BSE,,ANUH PHARMA LTD.,B,95,102.6,9747.0,D,73.1,-9855.99,Cash,35.89
21-Jul-23,NSE,,FORTIS HEALTHCARE LTD,S,129,334.8,43189.2,D,323.92,42762.09,Cash,103.19
21-Jul-23,NSE,,FORTIS HEALTHCARE LTD,S,21,334.8,7030.8,D,52.73,6961.26,Cash,16.810000000000002
21-Jul-23,NSE,,UNIVERSAL CABLES LTD,S,424,448.25,190058.0,D,1425.44,188178.39,Cash,454.17
21-Jul-23,NSE,,UNIVERSAL CABLES LTD,S,400,448.25,179300.0,D,1344.75,177526.8,Cash,428.45
21-Jul-23,NSE,,UNIVERSAL CABLES LTD,S,19,448.25,8516.75,D,63.88,8432.5,Cash,20.37
21-Jul-23,NSE,,UNIVERSAL CABLES LTD,S,163,448.25,73064.75,D,547.99,72342.18,Cash,174.57999999999998
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,1000,100.2,100200.0,D,751.5,-101205.92,Cash,254.42000000000002
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,1000,100.2,100200.0,D,751.5,-101205.92,Cash,254.42000000000002
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,668,100.05,66833.4,D,501.25,-67504.46,Cash,169.81
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,78,100.05,7803.9,D,58.53,-7882.25,Cash,19.82
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,29,100.05,2901.45,D,21.76,-2930.58,Cash,7.369999999999999
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,3,100.05,300.15,D,2.25,-303.16,Cash,0.76
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,4,100.05,400.2,D,3.0,-404.21,Cash,1.01
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,40,100.05,4002.0,D,30.02,-4042.18,Cash,10.16
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,179,100.05,17908.95,D,134.32,-18088.77,Cash,45.50000000000001
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,500,100.25,50125.0,D,375.94,-50628.18,Cash,127.23999999999998
25-Jul-23,NSE,,WELSPUN LIVING LIMITED,B,500,100.05,50025.0,D,375.19,-50527.29,Cash,127.1
31-Jul-23,BSE,,ANUH PHARMA LTD.,S,88,116.3,10234.4,D,76.76,10121.51,Cash,36.13
31-Jul-23,BSE,,ANUH PHARMA LTD.,S,112,116.3,13025.6,D,97.69,12881.92,Cash,45.99
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,57,113.85,6489.45,D,48.67,6425.27,Cash,15.51
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,53,113.85,6034.05,D,45.26,5974.37,Cash,14.42
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,180,113.85,20493.0,D,153.7,20290.34,Cash,48.96
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,22,113.85,2504.7,D,18.79,2479.93,Cash,5.98
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,20,113.85,2277.0,D,17.08,2254.47,Cash,5.45
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,4,113.85,455.4,D,3.42,450.89,Cash,1.09
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,3,113.85,341.55,D,2.56,338.18,Cash,0.81
01-Aug-23,NSE,,WELSPUN LIVING LIMITED,S,27,113.85,3073.95,D,23.05,3043.57,Cash,7.33
