Trade_Date,Exchange,Sett Type,Scrip_Name,Order_Type,Qty,Mkt_Price,Mkt Value,Squp/Del,Brok_Amt,Net Amt,Product,Aggregated_Taxes
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,5,466.45,2332.25,D,17.49,-2355.67,Cash,5.93
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,5,466.45,2332.25,D,17.49,-2355.67,Cash,5.93
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,5,466.45,2332.25,D,17.49,-2355.67,Cash,5.93
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,5,466.45,2332.25,D,17.49,-2355.67,Cash,5.93
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,5,466.45,2332.25,D,17.49,-2355.67,Cash,5.93
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.45,466.45,D,3.5,-471.13,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,466.45,1399.35,D,10.5,-1413.39,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,466.45,1399.35,D,10.5,-1413.39,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,466.45,1399.35,D,10.5,-1413.39,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,466.45,1399.35,D,10.5,-1413.39,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,466.5,933.0,D,7.0,-942.37,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,466.5,933.0,D,7.0,-942.37,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.55,466.55,D,3.5,-471.23,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.55,466.55,D,3.5,-471.23,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,14,466.55,6531.7,D,48.99,-6597.3,Cash,16.61
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,14,466.55,6531.7,D,48.99,-6597.3,Cash,16.61
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,4,466.6,1866.4,D,14.0,-1885.15,Cash,4.75
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,4,466.6,1866.4,D,14.0,-1885.15,Cash,4.75
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.6,466.6,D,3.5,-471.28,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,466.6,466.6,D,3.5,-471.28,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,4,466.6,1866.4,D,14.0,-1885.15,Cash,4.75
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,4,466.6,1866.4,D,14.0,-1885.15,Cash,4.75
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,80,130.0,10400.0,D,78.0,-10516.29,Cash,38.29
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,80,130.0,10400.0,D,78.0,-10516.29,Cash,38.29
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,149,130.0,19370.0,D,145.28,-19586.57,Cash,71.29
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,149,130.0,19370.0,D,145.28,-19586.57,Cash,71.29
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,7,130.0,910.0,D,6.83,-920.17,Cash,3.3400000000000003
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,7,130.0,910.0,D,6.83,-920.17,Cash,3.3400000000000003
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,462.95,1388.85,D,10.42,-1402.81,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,3,462.95,1388.85,D,10.42,-1402.81,Cash,3.5399999999999996
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.1,926.2,D,6.95,-935.52,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.1,926.2,D,6.95,-935.52,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,18,463.1,8335.8,D,62.52,-8419.57,Cash,21.25
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,18,463.1,8335.8,D,62.52,-8419.57,Cash,21.25
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,19,463.2,8800.8,D,66.01,-8889.26,Cash,22.450000000000003
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,19,463.2,8800.8,D,66.01,-8889.26,Cash,22.450000000000003
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.3,926.6,D,6.95,-935.92,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.3,463.3,D,3.47,-467.95,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,9,463.3,4169.7,D,31.27,-4211.59,Cash,10.62
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,9,463.3,4169.7,D,31.27,-4211.59,Cash,10.62
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,2,463.35,926.7,D,6.95,-936.02,Cash,2.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,1,463.35,463.35,D,3.48,-468.01,Cash,1.18
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,13,463.35,6023.55,D,45.18,-6084.1,Cash,15.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,13,463.35,6023.55,D,45.18,-6084.1,Cash,15.37
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,11,463.4,5097.4,D,38.23,-5148.63,Cash,13.0
21-Sep-23,NSE,,UNIVERSAL CABLES LTD,B,11,463.4,5097.4,D,38.23,-5148.63,Cash,13.0
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,5,130.0,650.0,D,4.88,-657.28,Cash,2.4
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,5,130.0,650.0,D,4.88,-657.28,Cash,2.4
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,100,130.0,13000.0,D,97.5,-13145.36,Cash,47.86
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,2,130.0,260.0,D,1.95,-262.91,Cash,0.96
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,2,130.0,260.0,D,1.95,-262.91,Cash,0.96
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,50,130.0,6500.0,D,48.75,-6572.7,Cash,23.950000000000003
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,50,130.0,6500.0,D,48.75,-6572.7,Cash,23.950000000000003
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,120,130.0,15600.0,D,117.0,-15774.42,Cash,57.42
21-Sep-23,BSE,,ANUH PHARMA LTD.,B,120,130.0,15600.0,D,117.0,-15774.42,Cash,57.42
22-Sep-23,BSE,,ANUH PHARMA LTD.,B,172,130.0,22360.0,D,167.7,-22609.99,Cash,82.28999999999999
25-Sep-23,BSE,,ANUH PHARMA LTD.,B,349,129.5,45195.5,D,338.97,-45700.86,Cash,166.39
25-Sep-23,BSE,,ANUH PHARMA LTD.,B,651,129.5,84304.5,D,632.28,-85247.13,Cash,310.35
06-Oct-23,NSE,,UNIVERSAL CABLES LTD,S,400,516.0,206400.0,D,1548.0,204357.69,Cash,494.30999999999995
06-Oct-23,NSE,,UNIVERSAL CABLES LTD,S,500,521.0,260500.0,D,1953.75,257924.89,Cash,621.36
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,849,130.05,110412.45,D,828.09,-111646.9,Cash,406.36
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,849,130.05,110412.45,D,828.09,-111646.9,Cash,406.36
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,151,130.05,19637.55,D,147.28,-19857.12,Cash,72.29
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,151,130.05,19637.55,D,147.28,-19857.12,Cash,72.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,20,510.0,10200.0,D,76.5,-10302.41,Cash,25.909999999999997
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,16,510.0,8160.0,D,61.2,-8241.92,Cash,20.72
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,16,510.0,8160.0,D,61.2,-8241.92,Cash,20.72
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,19,510.0,9690.0,D,72.68,-9787.28,Cash,24.6
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,19,510.0,9690.0,D,72.68,-9787.28,Cash,24.6
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,2,510.0,1020.0,D,7.65,-1030.23,Cash,2.58
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,19,510.0,9690.0,D,72.68,-9787.28,Cash,24.6
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,19,510.0,9690.0,D,72.68,-9787.28,Cash,24.6
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,1,510.0,510.0,D,3.83,-515.12,Cash,1.29
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,17,510.0,8670.0,D,65.03,-8757.05,Cash,22.02
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,250,129.5,32375.0,D,242.81,-32737.09,Cash,119.28000000000002
10-Oct-23,BSE,,ANUH PHARMA LTD.,B,250,129.5,32375.0,D,242.81,-32737.09,Cash,119.28000000000002
11-Oct-23,NSE,,JINDAL SAW LIMITED,B,250,343.0,85750.0,D,643.13,-86610.9,Cash,217.77000000000004
13-Oct-23,NSE,,UNIVERSAL CABLES LTD,B,250,495.0,123750.0,D,928.13,-124992.38,Cash,314.25
19-Oct-23,NSE,,SUZLON ENERGY LIMITED,S,800,32.0,25600.0,D,192.0,25346.84,Cash,61.160000000000004
19-Oct-23,NSE,,JINDAL SAW LIMITED,S,250,395.0,98750.0,D,740.63,97773.39,Cash,235.98000000000002
25-Oct-23,NSE,,NCC LIMITED,B,31,138.55,4295.05,D,32.21,-4338.16,Cash,10.9
25-Oct-23,NSE,,NCC LIMITED,B,33,138.55,4572.15,D,34.29,-4618.05,Cash,11.61
25-Oct-23,NSE,,NCC LIMITED,B,128,138.55,17734.4,D,133.01,-17912.44,Cash,45.03
25-Oct-23,NSE,,NCC LIMITED,B,108,138.55,14963.4,D,112.23,-15113.61,Cash,37.980000000000004
31-Oct-23,BSE,,ANUH PHARMA LTD.,B,40,129.4,5176.0,D,40.0,-5235.29,Cash,19.29
31-Oct-23,BSE,,ANUH PHARMA LTD.,B,10,129.4,1294.0,D,10.0,-1308.81,Cash,4.8100000000000005
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.25,521.25,D,3.91,-526.48,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.25,521.25,D,3.91,-526.48,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.25,1042.5,D,7.82,-1052.95,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.35,521.35,D,3.91,-526.58,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.4,521.4,D,3.91,-526.63,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,3,521.4,1564.2,D,11.73,-1579.9,Cash,3.97
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,5,521.4,2607.0,D,19.55,-2633.17,Cash,6.619999999999999
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.4,521.4,D,3.91,-526.63,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.45,521.45,D,3.91,-526.68,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,10,521.45,5214.5,D,39.11,-5266.87,Cash,13.259999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,5,521.45,2607.25,D,19.55,-2633.42,Cash,6.619999999999999
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,9,521.5,4693.5,D,35.2,-4740.61,Cash,11.91
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.6,521.6,D,3.91,-526.83,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.6,521.6,D,3.91,-526.83,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.65,521.65,D,3.91,-526.88,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.65,1043.3,D,7.82,-1053.75,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.7,1043.4,D,7.83,-1053.86,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.7,521.7,D,3.91,-526.93,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.7,1043.4,D,7.83,-1053.86,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.7,521.7,D,3.91,-526.93,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,7,521.7,3651.9,D,27.39,-3688.57,Cash,9.280000000000001
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.75,1043.5,D,7.83,-1053.96,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.75,521.75,D,3.91,-526.98,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.75,1043.5,D,7.83,-1053.96,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,8,521.8,4174.4,D,31.31,-4216.31,Cash,10.6
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,10,521.8,5218.0,D,39.14,-5270.4,Cash,13.259999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,9,521.8,4696.2,D,35.22,-4743.33,Cash,11.91
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,7,521.85,3652.95,D,27.4,-3689.63,Cash,9.280000000000001
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.95,521.95,D,3.91,-527.18,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.95,1043.9,D,7.83,-1054.36,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,11,521.95,5741.45,D,43.06,-5799.11,Cash,14.600000000000001
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.95,521.95,D,3.91,-527.18,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.95,1043.9,D,7.83,-1054.36,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.95,521.95,D,3.91,-527.18,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,2,521.95,1043.9,D,7.83,-1054.36,Cash,2.63
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,1,521.95,521.95,D,3.91,-527.18,Cash,1.3199999999999998
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,14,521.95,7307.3,D,54.8,-7380.66,Cash,18.56
01-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,68,522.0,35496.0,D,266.22,-35852.33,Cash,90.11
02-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,500,516.0,258000.0,D,1935.0,-260590.21,Cash,655.21
03-Nov-23,NSE,,GRANULES INDIA LIMITED,B,500,345.5,172750.0,D,1295.63,-174484.33,Cash,438.7
03-Nov-23,NSE,,NCC LIMITED,S,253,148.7,37621.1,D,282.16,37249.06,Cash,89.88000000000001
03-Nov-23,NSE,,NCC LIMITED,S,47,148.7,6988.9,D,52.42,6919.77,Cash,16.71
03-Nov-23,NSE,,JK TYRE & INDUSTRIES LTD,B,45,345.45,15545.25,D,116.59,-15701.33,Cash,39.489999999999995
06-Nov-23,NSE,,JK TYRE & INDUSTRIES LTD,B,500,344.85,172425.0,D,1293.19,-174156.07,Cash,437.88
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,970,545.6,529232.0,D,3969.24,523998.98,Cash,1263.78
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,4,540.05,2160.2,D,16.2,2138.81,Cash,5.19
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,10,540.05,5400.5,D,40.5,5347.02,Cash,12.98
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,44,540.05,23762.2,D,178.22,23527.0,Cash,56.98
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,58,540.05,31322.9,D,234.92,31012.88,Cash,75.10000000000001
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,27,540.05,14581.35,D,109.36,14437.04,Cash,34.95
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,27,540.0,14580.0,D,109.35,14435.7,Cash,34.95
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,1,540.0,540.0,D,4.05,534.67,Cash,1.28
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,1,540.0,540.0,D,4.05,534.67,Cash,1.28
08-Nov-23,NSE,,UNIVERSAL CABLES LTD,S,8,540.0,4320.0,D,32.4,4277.24,Cash,10.36
09-Nov-23,NSE,,KIRLOSKAR BROTHERS LTD,B,50,830.0,41500.0,D,311.25,-41916.63,Cash,105.38000000000001
09-Nov-23,NSE,,GRANULES INDIA LIMITED,S,58,372.8,21622.4,D,162.17,21408.57,Cash,51.66000000000001
09-Nov-23,NSE,,GRANULES INDIA LIMITED,S,84,372.8,31315.2,D,234.86,31005.51,Cash,74.83
09-Nov-23,NSE,,GRANULES INDIA LIMITED,S,358,372.8,133462.4,D,1000.97,132142.52,Cash,318.91
10-Nov-23,NSE,,UNIVERSAL CABLES LTD,B,135,501.0,67635.0,D,507.26,-68314.04,Cash,171.77999999999997
