Symbol,Quantity,Value,Beta (Daily),Beta (Monthly),Sharpe,Sortino,Info Ratio,Treynor,Annual Return,Volatility
JINDALSAW,42,7203.0,1.7774,2.5371,-1.0514,-1.7458,-1.3152,-0.2134,-0.3778,0.4223
