Unnamed: 0,Symbol,Series,Open,High,Low,Close,PrevClose,TotalTradedQty,TotalTradedValue,TotalTrades,DeliverableQty,DeliveryPercentage,Date
1964,RKEC,EQ,99.5,104.45,99.5,104.45,99.5,140860,146.02,787,117917,83.71,28-Mar-2024
1965,RKFORGE,EQ,695.35,701.75,682.5,691.25,695.35,463609,3213.38,19780,173287,37.38,28-Mar-2024
1966,RKSWAMY,EQ,272.9,280.0,272.25,274.2,271.4,254441,701.66,8734,73949,29.06,28-Mar-2024
1967,RMDRIP,SM,138.0,140.0,138.0,139.0,134.0,4000,5.56,2,4000,100.00,28-Mar-2024
1968,RML,EQ,692.0,708.0,682.0,687.9,680.55,9458,65.33,1038,5978,63.21,28-Mar-2024
1969,ROCKINGDCE,SM,377.0,382.7,363.6,365.45,382.7,41000,152.88,24,33000,80.49,28-Mar-2024
1970,ROHLTD,EQ,361.35,376.4,354.2,361.2,357.15,195061,718.06,13416,55318,28.36,28-Mar-2024
1971,ROLEXRINGS,EQ,1785.0,1825.85,1720.0,1748.5,1766.7,172069,3007.6,13494,142419,82.77,28-Mar-2024
1972,ROLLT,EQ,1.6,1.6,1.55,1.55,1.6,632105,9.88,404,399515,63.20,28-Mar-2024
1973,ROML,EQ,42.6,45.0,42.6,42.95,43.5,6164,2.7,122,6004,97.40,28-Mar-2024
1974,ROSSARI,EQ,675.05,698.1,668.0,676.95,673.55,136909,939.45,11512,76472,55.86,28-Mar-2024
1975,ROSSELLIND,EQ,363.0,367.9,350.4,354.95,356.5,56085,201.86,3773,35069,62.53,28-Mar-2024
1976,ROTO,EQ,362.55,365.1,350.0,352.45,359.8,120513,430.21,6043,73585,61.06,28-Mar-2024
1977,ROUTE,EQ,1601.1,1612.8,1599.9,1602.25,1600.45,165818,2655.43,4663,105364,63.54,28-Mar-2024
1978,ROXHITECH,SM,102.9,104.95,100.15,101.1,102.8,185600,189.41,113,150400,81.03,28-Mar-2024
1979,RPGLIFE,EQ,1501.75,1539.0,1490.0,1528.45,1483.7,18015,274.62,2746,11377,63.15,28-Mar-2024
1980,RPOWER,BE,28.2,28.5,28.0,28.25,27.65,18385548,5217.12,74391,-,-,28-Mar-2024
1981,RPPINFRA,BE,107.0,110.45,107.0,107.65,107.3,52188,56.66,255,-,-,28-Mar-2024
1982,RPPL,BE,79.25,82.6,77.25,81.65,79.25,108022,87.78,361,-,-,28-Mar-2024
1983,RPSGVENT,EQ,632.45,652.85,615.2,622.65,623.1,105515,669.96,5194,61102,57.91,28-Mar-2024
1984,RPTECH,EQ,324.65,324.65,310.0,312.75,319.8,177163,561.53,8241,87523,49.40,28-Mar-2024
1985,RRKABEL,EQ,1545.0,1564.35,1503.95,1538.95,1545.0,92732,1430.93,12261,54217,58.47,28-Mar-2024
1986,RSSOFTWARE,BE,188.35,188.35,188.35,188.35,184.7,9116,17.17,75,-,-,28-Mar-2024
1987,RSWM,EQ,173.0,176.0,169.05,171.05,172.2,171400,297.53,4754,105447,61.52,28-Mar-2024
1988,RSYSTEMS,EQ,460.0,460.0,431.25,441.6,461.25,210456,938.79,10881,121129,57.56,28-Mar-2024
1989,RTNINDIA,EQ,70.25,72.55,68.9,69.2,69.85,3909655,2766.03,15471,1518505,38.84,28-Mar-2024
1990,RTNPOWER,BE,8.3,8.6,8.1,8.25,8.25,14282868,1196.64,15263,-,-,28-Mar-2024
1991,RUBYMILLS,EQ,185.95,188.4,181.85,183.95,183.7,26982,50.11,1159,18904,70.06,28-Mar-2024
1992,RUCHINFRA,EQ,12.15,12.15,12.15,12.15,11.6,239917,29.15,177,196595,81.94,28-Mar-2024
1993,RUCHIRA,EQ,113.5,115.9,107.55,111.95,113.25,177219,200.34,1639,124833,70.44,28-Mar-2024
1994,RUPA,EQ,245.0,248.05,234.0,238.75,243.35,386318,930.82,12013,209763,54.30,28-Mar-2024
1995,RUSHIL,EQ,296.5,304.65,289.0,291.35,295.45,174279,517.4,7864,102936,59.06,28-Mar-2024
1996,RUSTOMJEE,EQ,617.0,621.75,601.55,604.95,616.45,64789,397.63,1091,6247,9.64,28-Mar-2024
1997,RVHL,BE,39.0,40.95,39.0,40.0,39.8,13987,5.56,45,-,-,28-Mar-2024
1998,RVNL,EQ,258.65,258.85,251.35,252.9,256.0,11074200,28152.63,97460,3636596,32.84,28-Mar-2024
1999,S&SPOWER,BE,220.6,241.0,220.5,221.2,232.1,18082,40.11,152,-,-,28-Mar-2024
2000,SAAKSHI,SM,228.0,234.8,219.8,224.3,227.5,33600,75.56,27,21600,64.29,28-Mar-2024
2001,SABAR,SM,19.85,19.85,19.8,19.8,19.95,15000,2.98,3,15000,100.00,28-Mar-2024
2002,SABEVENTS,BE,5.05,5.05,5.05,5.05,5.05,131,0.01,10,-,-,28-Mar-2024
2003,SADBHAV,EQ,27.75,28.85,27.75,28.6,27.5,1716958,492.15,1980,692585,40.34,28-Mar-2024
2004,SADBHIN,BE,6.9,6.9,6.9,6.9,6.8,183941,12.69,93,-,-,28-Mar-2024
2005,SADHAV,SM,171.5,184.5,168.5,180.2,168.1,223200,396.32,185,111600,50.00,28-Mar-2024
2006,SADHNANIQ,EQ,64.45,65.95,60.8,62.4,63.5,1111488,709.13,5636,619870,55.77,28-Mar-2024
2007,SAFARI,EQ,1800.0,1800.0,1710.0,1725.75,1799.75,93418,1630.61,15602,49503,52.99,28-Mar-2024
2008,SAGARDEEP,BE,22.65,23.6,22.4,22.8,22.6,18274,4.19,122,-,-,28-Mar-2024
2009,SAGCEM,EQ,205.1,210.4,205.1,208.3,205.1,288127,600.82,9817,185636,64.43,28-Mar-2024
2010,SAH,EQ,90.95,91.2,88.5,89.6,91.25,185853,168.74,542,144267,77.62,28-Mar-2024
2011,SAHAJ,SM,20.0,20.0,19.25,19.35,19.45,136000,26.67,18,136000,100.00,28-Mar-2024
2012,SAHANA,SM,882.0,882.0,831.05,848.7,874.45,20500,175.48,39,15000,73.17,28-Mar-2024
2013,SAHYADRI,EQ,351.0,361.05,340.0,340.55,350.25,27853,96.72,1058,22334,80.19,28-Mar-2024
2014,SAIFL,SM,90.4,90.4,80.0,83.2,90.35,100000,84.78,123,72800,72.80,28-Mar-2024
2015,SAIL,EQ,134.8,136.7,133.15,134.25,133.65,32144564,43202.6,71889,11271915,35.07,28-Mar-2024
2016,SAKAR,EQ,363.0,374.0,363.0,368.3,361.95,14525,53.69,566,10710,73.73,28-Mar-2024
2017,SAKHTISUG,EQ,30.25,30.9,29.7,29.8,30.0,447425,134.71,1817,267654,59.82,28-Mar-2024
2018,SAKSOFT,EQ,245.0,257.6,245.0,256.05,245.35,410055,1045.34,6467,198094,48.31,28-Mar-2024
2019,SAKUMA,EQ,25.1,26.5,24.75,25.1,24.95,1530749,396.17,3293,793136,51.81,28-Mar-2024
2020,SALASAR,EQ,20.1,20.5,19.9,20.0,20.1,8533480,1717.17,17284,4891505,57.32,28-Mar-2024
2021,SALONA,EQ,315.0,326.0,303.6,309.9,311.4,6341,19.95,408,5875,92.65,28-Mar-2024
2022,SALSTEEL,BE,21.95,21.95,20.55,20.65,21.6,124173,25.96,744,-,-,28-Mar-2024
2023,SALZERELEC,EQ,839.85,866.25,830.05,838.4,825.0,131199,1122.69,5973,66308,50.54,28-Mar-2024
2024,SAMBHAAV,BE,5.55,5.55,5.05,5.1,5.3,31188,1.62,112,-,-,28-Mar-2024
2025,SAMHI,EQ,213.0,216.2,210.0,211.4,208.75,1811251,3838.44,19233,1372877,75.80,28-Mar-2024
2026,SAMPANN,BE,22.2,22.2,21.75,21.75,22.2,87,0.02,8,-,-,28-Mar-2024
2027,SANCO,BZ,3.95,4.15,3.95,4.0,4.15,30838,1.22,78,-,-,28-Mar-2024
2028,SANDESH,EQ,1212.35,1214.4,1170.0,1173.1,1196.55,1866,22.18,369,1248,66.88,28-Mar-2024
2029,SANDHAR,EQ,505.9,535.0,502.0,525.05,507.25,151160,785.43,10079,74522,49.30,28-Mar-2024
2030,SANDUMA,EQ,365.0,371.0,357.0,359.4,361.4,207786,753.63,3966,162301,78.11,28-Mar-2024
2031,SANGAMIND,EQ,438.0,457.9,432.3,442.9,437.45,82771,368.98,5957,30384,36.71,28-Mar-2024
2032,SANGANI,SM,41.9,42.5,41.9,42.5,43.0,6000,2.53,2,3000,50.00,28-Mar-2024
2033,SANGHIIND,EQ,91.6,94.0,90.0,90.35,91.6,979898,898.26,3802,636861,64.99,28-Mar-2024
2034,SANGHVIMOV,EQ,1338.0,1399.85,1304.6,1352.1,1323.2,439981,5981.58,36358,102084,23.20,28-Mar-2024
2035,SANGINITA,BE,19.1,20.7,19.1,19.5,20.0,63713,12.58,235,-,-,28-Mar-2024
2036,SANOFI,EQ,8200.0,8200.0,7970.0,8113.95,7960.8,51295,4141.88,15326,23737,46.28,28-Mar-2024
2037,SANSERA,EQ,1014.35,1034.5,1001.35,1018.35,1020.55,202033,2051.54,15569,154028,76.24,28-Mar-2024
2038,SAPPHIRE,EQ,1592.25,1635.0,1554.1,1568.95,1603.15,150293,2392.76,16523,65617,43.66,28-Mar-2024
2039,SARDAEN,EQ,206.9,211.35,200.2,202.85,207.0,473813,976.44,13836,226909,47.89,28-Mar-2024
2040,SAREGAMA,EQ,340.25,350.8,340.25,347.35,348.35,663298,2301.31,27872,370766,55.90,28-Mar-2024
2041,SARLAPOLY,EQ,53.3,54.8,53.1,53.65,53.25,269138,144.92,1852,167574,62.26,28-Mar-2024
2042,SAROJA,SM,36.0,36.5,35.0,35.1,37.25,17600,6.32,11,17600,100.00,28-Mar-2024
2043,SARTELE,SM,219.95,220.95,211.0,214.3,219.95,110000,236.99,55,66000,60.00,28-Mar-2024
2044,SARVESHWAR,BE,9.8,10.0,9.3,9.45,9.75,4032590,384.26,8924,-,-,28-Mar-2024
2045,SASKEN,EQ,1495.0,1564.9,1480.0,1529.6,1497.15,25262,384.96,5165,13550,53.64,28-Mar-2024
2046,SASTASUNDR,EQ,298.1,326.0,298.1,303.8,299.0,243234,765.39,19966,83242,34.22,28-Mar-2024
2047,SATIA,EQ,108.0,110.2,107.15,108.3,106.55,726304,789.95,5269,465043,64.03,28-Mar-2024
2048,SATIN,EQ,212.9,218.75,208.05,210.15,212.9,568944,1216.68,8474,344493,60.55,28-Mar-2024
2049,SATINDLTD,EQ,85.2,89.35,85.2,87.1,84.75,776122,683.07,5767,339778,43.78,28-Mar-2024
2050,SAURASHCEM,EQ,104.25,108.9,103.1,105.8,103.75,90203,95.63,1919,48691,53.98,28-Mar-2024
2051,SBC,EQ,20.05,20.4,19.35,20.05,20.05,1485204,294.17,4737,844085,56.83,28-Mar-2024
2052,SBCL,EQ,520.1,534.4,512.15,519.35,520.0,108594,570.41,10294,59706,54.98,28-Mar-2024
2053,SBFC,EQ,81.45,83.1,80.75,81.95,80.8,1595710,1312.43,13926,937620,58.76,28-Mar-2024
2054,SBGLP,EQ,872.4,879.0,854.55,874.1,863.75,32963,286.43,3559,14237,43.19,28-Mar-2024
2055,SBICARD,EQ,692.55,696.0,679.95,682.55,692.55,2613193,17919.87,80809,1751119,67.01,28-Mar-2024
2056,SBIETFCON,EQ,102.69,103.64,101.69,103.47,101.59,51476,52.88,153,48521,94.26,28-Mar-2024
2057,SBIETFIT,EQ,369.41,374.98,367.0,371.15,368.29,14906,55.35,609,11073,74.29,28-Mar-2024
2058,SBIETFPB,EQ,239.98,239.98,234.9,237.93,236.73,43715,104.53,160,42941,98.23,28-Mar-2024
2059,SBIETFQLTY,EQ,197.0,197.99,195.4,196.59,196.37,4668,9.2,58,3516,75.32,28-Mar-2024
2060,SBILIFE,EQ,1480.0,1521.85,1480.0,1500.25,1479.55,1704887,25598.65,87647,910716,53.42,28-Mar-2024
2061,SBIN,EQ,737.75,759.55,736.9,752.35,733.3,21705116,162967.65,250615,8996115,41.45,28-Mar-2024
2062,SBIN,T0,734.2,752.6,734.2,752.35,733.3,16,0.12,7,15,93.75,28-Mar-2024
2063,SCHAEFFLER,EQ,2870.0,2881.75,2782.15,2811.35,2867.5,48793,1382.77,5754,35621,73.00,28-Mar-2024
2064,SCHAND,EQ,235.55,238.2,226.25,232.6,235.55,101201,234.58,7003,55478,54.82,28-Mar-2024
2065,SCHNEIDER,BE,752.0,752.0,715.0,741.05,716.8,365800,2705.51,8304,-,-,28-Mar-2024
2066,SCI,EQ,201.95,212.0,199.1,208.8,201.95,4851003,10096.59,26280,2001565,41.26,28-Mar-2024
2067,SCILAL,BE,39.9,39.9,39.9,39.9,38.0,511075,203.92,556,-,-,28-Mar-2024
2068,SCML,SM,61.5,66.0,61.5,65.75,63.55,56000,35.48,28,44000,78.57,28-Mar-2024
2069,SCPL,EQ,357.0,359.8,345.8,349.0,349.5,21773,77.09,1285,14209,65.26,28-Mar-2024
2070,SDBL,EQ,273.0,274.5,260.85,262.75,272.5,378723,1015.83,9371,244809,64.64,28-Mar-2024
2071,SDL24BEES,EQ,123.7,123.7,119.8,120.0,120.08,2150,2.58,47,2051,95.40,28-Mar-2024
2072,SDL26BEES,EQ,119.67,119.84,119.34,119.65,119.66,1514,1.81,13,1042,68.82,28-Mar-2024
2073,SEAMECLTD,BE,1070.0,1099.0,1055.0,1088.6,1067.4,10785,115.93,196,-,-,28-Mar-2024
2074,SECMARK,BE,99.55,99.55,90.1,90.1,94.85,3672,3.4,60,-,-,28-Mar-2024
2075,SECURCRED,EQ,17.45,17.8,16.7,16.75,16.95,177641,30.31,590,86711,48.81,28-Mar-2024
2076,SECURKLOUD,BE,38.8,40.75,36.9,37.0,38.85,115526,44.1,562,-,-,28-Mar-2024
2077,SEITINVIT,IV,106.5,106.5,106.5,106.5,101.53,200000,213.0,1,200000,100.00,28-Mar-2024
2078,SEJALLTD,BE,381.0,399.0,380.0,388.65,380.0,5965,23.14,66,-,-,28-Mar-2024
2079,SEL,ST,212.7,212.7,212.7,212.7,212.65,4000,8.51,2,4000,100.00,28-Mar-2024
2080,SELAN,EQ,455.0,464.7,445.5,450.25,455.85,35803,164.33,2070,25589,71.47,28-Mar-2024
2081,SELMC,EQ,68.65,69.45,68.65,68.65,70.05,10733,7.37,260,10449,97.35,28-Mar-2024
2082,SEMAC,EQ,3033.1,3122.0,2988.75,3002.2,3018.55,1680,51.17,326,980,58.33,28-Mar-2024
2083,SENCO,EQ,782.0,787.2,768.3,771.6,777.6,58101,451.86,4840,30061,51.74,28-Mar-2024
2084,SENSEXADD,EQ,73.64,74.62,73.5,73.52,72.84,5000,3.68,53,4652,93.04,28-Mar-2024
2085,SENSEXETF,EQ,73.2,74.37,72.21,73.76,73.44,9119,6.71,120,2046,22.44,28-Mar-2024
2086,SENSEXIETF,EQ,817.81,829.59,817.81,825.62,817.07,4712,38.89,187,2628,55.77,28-Mar-2024
2087,SEPC,EQ,16.95,17.6,16.55,16.65,16.8,14708317,2535.78,8531,7199661,48.95,28-Mar-2024
2088,SEQUENT,EQ,119.95,122.9,114.6,115.5,119.8,1589443,1881.52,15088,672455,42.31,28-Mar-2024
2089,SERVICE,SM,55.0,56.0,55.0,56.0,56.0,6000,3.32,3,4000,66.67,28-Mar-2024
2090,SERVOTECH,BE,79.1,80.0,77.0,77.6,78.1,477089,374.75,5208,-,-,28-Mar-2024
2091,SESHAPAPER,EQ,291.6,303.0,290.0,294.25,290.8,91170,270.96,3727,54337,59.60,28-Mar-2024
2092,SETCO,EQ,6.55,6.55,6.15,6.15,6.45,438814,27.34,748,404065,92.08,28-Mar-2024
2093,SETF10GILT,EQ,228.01,228.65,228.01,228.28,227.34,6255,14.29,36,5586,89.30,28-Mar-2024
2094,SETFGOLD,EQ,59.28,59.28,57.94,58.38,57.93,1091341,635.66,2013,910537,83.43,28-Mar-2024
2095,SETFNIF50,EQ,232.29,235.1,231.56,233.54,231.47,550249,1286.76,3638,310652,56.46,28-Mar-2024
2096,SETFNIFBK,EQ,474.23,478.32,474.23,476.55,473.18,53493,254.79,455,39688,74.19,28-Mar-2024
2097,SETFNN50,EQ,631.81,641.12,631.81,636.99,631.8,12388,78.87,702,9105,73.50,28-Mar-2024
2098,SEYAIND,BE,20.85,21.0,19.5,19.55,20.5,22707,4.54,112,-,-,28-Mar-2024
2099,SFL,EQ,929.95,951.55,927.1,943.7,929.1,120672,1142.99,8038,83887,69.52,28-Mar-2024
2100,SGBAPR28I,GB,6475.0,6490.0,6460.0,6478.99,6498.0,164,10.61,24,140,85.37,28-Mar-2024
2101,SGBAUG24,GB,6660.0,6669.0,6556.01,6566.26,6548.76,424,27.86,36,388,91.51,28-Mar-2024
2102,SGBAUG28V,GB,6473.85,6525.0,6473.85,6518.2,6473.85,603,39.17,80,489,81.09,28-Mar-2024
2103,SGBAUG29V,GB,6406.0,6474.0,6406.0,6473.76,6399.91,158,10.15,24,118,74.68,28-Mar-2024
2104,SGBAUG30,GB,6404.99,6500.0,6404.99,6478.0,6404.4,228,14.74,51,166,72.81,28-Mar-2024
2105,SGBD29VIII,GB,6332.0,6495.0,6332.0,6495.0,6388.38,16,1.03,7,11,68.75,28-Mar-2024
2106,SGBDC27VII,GB,6460.0,6460.0,6450.0,6450.0,6450.0,26,1.68,11,23,88.46,28-Mar-2024
2107,SGBDE30III,GB,6470.0,6489.99,6378.01,6481.51,6400.0,286,18.44,54,203,70.98,28-Mar-2024
2108,SGBDE31III,GB,6410.0,6529.96,6406.01,6508.69,6405.69,4801,310.36,486,3701,77.09,28-Mar-2024
2109,SGBDEC25XI,GB,6427.21,6427.21,6427.21,6427.21,6405.21,2,0.13,1,2,100.00,28-Mar-2024
2110,SGBFEB28IX,GB,6430.0,6450.0,6430.0,6450.0,6450.0,38,2.45,6,36,94.74,28-Mar-2024
2111,SGBFEB29XI,GB,6420.0,6430.0,6405.0,6425.0,6420.0,58,3.72,15,33,56.90,28-Mar-2024
2112,SGBFEB32IV,GB,6399.9,6510.0,6399.9,6498.37,6404.28,4626,298.75,502,3315,71.66,28-Mar-2024
2113,SGBJ28VIII,GB,6408.0,6525.0,6405.0,6525.0,6405.0,62,4.02,15,52,83.87,28-Mar-2024
2114,SGBJAN27,GB,6500.0,6692.0,6500.0,6691.54,6500.0,12,0.8,3,12,100.00,28-Mar-2024
2115,SGBJAN29IX,GB,6395.0,6468.0,6395.0,6447.33,6395.0,722,46.32,69,546,75.62,28-Mar-2024
2116,SGBJAN29X,GB,6415.0,6450.0,6415.0,6450.0,6408.49,51,3.28,13,45,88.24,28-Mar-2024
2117,SGBJAN30IX,GB,6399.0,6482.0,6398.0,6435.75,6399.99,364,23.36,45,215,59.07,28-Mar-2024
2118,SGBJU29III,GB,6405.06,6490.0,6391.0,6450.0,6405.06,70,4.51,25,49,70.00,28-Mar-2024
2119,SGBJUL25,GB,6650.0,6650.0,6599.0,6599.0,6535.0,10,0.66,2,10,100.00,28-Mar-2024
2120,SGBJUL28IV,GB,6370.0,6485.0,6370.0,6447.46,6414.0,1325,85.23,66,1015,76.60,28-Mar-2024
2121,SGBJUL29IV,GB,6434.99,6450.0,6411.11,6449.61,6400.0,129,8.3,38,100,77.52,28-Mar-2024
2122,SGBJUN27,GB,6411.0,6569.0,6411.0,6553.99,6405.5,30,1.96,9,28,93.33,28-Mar-2024
2123,SGBJUN28,GB,6415.0,6475.0,6413.0,6474.84,6426.49,160,10.3,23,101,63.13,28-Mar-2024
2124,SGBJUN29II,GB,6400.0,6470.0,6400.0,6465.0,6395.0,140,9.03,19,131,93.57,28-Mar-2024
2125,SGBJUN30,GB,6400.01,6500.0,6400.0,6489.43,6390.65,237,15.23,57,179,75.53,28-Mar-2024
2126,SGBJUN31I,GB,6439.04,6500.0,6399.0,6495.0,6398.54,1722,111.28,220,1005,58.36,28-Mar-2024
2127,SGBMAR25,GB,6540.0,6649.99,6535.0,6582.0,6522.5,55,3.63,15,51,92.73,28-Mar-2024
2128,SGBMAR28X,GB,6448.99,6454.0,6447.4,6452.97,6396.23,157,10.13,21,157,100.00,28-Mar-2024
2129,SGBMAR30X,GB,6410.0,6479.99,6410.0,6474.34,6388.0,85,5.47,19,85,100.00,28-Mar-2024
2130,SGBMAR31IV,GB,6405.0,6489.0,6405.0,6469.01,6401.19,397,25.56,67,337,84.89,28-Mar-2024
2131,SGBMAY25,GB,6511.04,6683.0,6511.04,6667.37,6530.5,31,2.03,8,25,80.65,28-Mar-2024
2132,SGBMAY26,GB,6600.0,6600.0,6460.21,6460.21,6600.0,5,0.33,4,5,100.00,28-Mar-2024
2133,SGBMAY28,GB,6448.0,6477.99,6405.0,6462.26,6412.88,837,53.85,61,591,70.61,28-Mar-2024
2134,SGBMAY29I,GB,6419.0,6475.0,6419.0,6453.49,6416.86,380,24.49,53,272,71.58,28-Mar-2024
2135,SGBMR29XII,GB,6400.0,6675.0,6400.0,6558.88,6384.5,1071,69.13,117,741,69.19,28-Mar-2024
2136,SGBN28VIII,GB,6470.0,6510.0,6450.0,6482.68,6416.95,558,36.11,74,331,59.32,28-Mar-2024
2137,SGBNOV24,GB,6599.0,6599.0,6555.0,6590.0,6550.01,46,3.02,8,36,78.26,28-Mar-2024
2138,SGBNOV258,GB,6500.0,6500.0,6500.0,6500.0,6412.0,1,0.07,1,1,100.00,28-Mar-2024
2139,SGBNOV25VI,GB,6655.0,6655.0,6655.0,6655.0,6415.01,20,1.33,3,20,100.00,28-Mar-2024
2140,SGBNOV26,GB,6646.0,6646.0,6450.0,6593.18,6510.0,333,21.76,26,186,55.86,28-Mar-2024
2141,SGBNV29VII,GB,6395.0,6500.1,6395.0,6448.4,6410.17,1097,70.99,70,911,83.04,28-Mar-2024
2142,SGBOC28VII,GB,6447.0,6513.99,6447.0,6513.19,6429.96,480,31.11,43,425,88.54,28-Mar-2024
2143,SGBOCT25,GB,6600.0,6600.0,6600.0,6600.0,6560.0,2,0.13,2,2,100.00,28-Mar-2024
2144,SGBOCT25IV,GB,6600.0,6648.0,6600.0,6648.0,6696.32,15,0.99,6,15,100.00,28-Mar-2024
2145,SGBOCT25V,GB,6510.0,6510.0,6510.0,6510.0,6500.0,1,0.07,1,1,100.00,28-Mar-2024
2146,SGBOCT26,GB,6550.0,6550.0,6550.0,6550.0,6550.0,3,0.2,1,3,100.00,28-Mar-2024
2147,SGBOCT27,GB,6406.11,6406.11,6406.02,6406.02,6450.01,100,6.41,2,100,100.00,28-Mar-2024
2148,SGBOCT27VI,GB,6435.0,6548.0,6430.01,6544.94,6416.0,176,11.38,18,137,77.84,28-Mar-2024
2149,SGBSEP24,GB,6599.0,6650.0,6558.0,6565.76,6541.02,186,12.22,47,168,90.32,28-Mar-2024
2150,SGBSEP27,GB,6425.01,6450.01,6425.01,6450.01,6500.0,6,0.39,2,6,100.00,28-Mar-2024
2151,SGBSEP28VI,GB,6419.0,6500.0,6397.0,6497.61,6417.95,790,50.89,103,579,73.29,28-Mar-2024
2152,SGBSEP29VI,GB,6419.0,6550.0,6402.0,6450.0,6393.33,512,32.97,52,425,83.01,28-Mar-2024
2153,SGBSEP31II,GB,6402.17,6530.0,6402.17,6507.99,6402.17,3490,225.0,382,2778,79.60,28-Mar-2024
2154,SGIL,EQ,329.9,346.85,323.4,344.6,325.05,25500,85.64,1146,16694,65.47,28-Mar-2024
2155,SGL,EQ,14.6,15.8,14.2,14.55,14.4,71905,10.73,472,43968,61.15,28-Mar-2024
2156,SHAH,BE,3.1,3.1,2.95,2.95,3.05,629093,18.98,818,-,-,28-Mar-2024
2157,SHAHALLOYS,BE,58.2,61.15,57.0,59.4,58.8,4940,2.89,59,-,-,28-Mar-2024
2158,SHAILY,EQ,521.5,540.0,515.3,529.95,519.05,105759,560.53,6287,73472,69.47,28-Mar-2024
2159,SHAKTIPUMP,BE,1356.0,1360.0,1325.0,1333.6,1345.4,21736,290.99,1282,-,-,28-Mar-2024
2160,SHALBY,EQ,241.6,243.25,236.4,239.1,241.65,186107,446.98,6228,114627,61.59,28-Mar-2024
2161,SHALPAINTS,EQ,160.1,166.5,160.1,166.1,160.4,628540,1027.71,5872,524372,83.43,28-Mar-2024
2162,SHANKARA,EQ,636.0,663.5,632.05,641.15,635.1,222469,1438.34,11428,139903,62.89,28-Mar-2024
2163,SHANTHALA,SM,94.0,96.4,83.05,84.0,90.0,25200,22.47,21,19200,76.19,28-Mar-2024
2164,SHANTI,BE,15.0,15.4,14.55,14.7,15.0,13647,2.05,104,-,-,28-Mar-2024
2165,SHANTIGEAR,EQ,535.9,561.0,528.45,554.05,529.5,97259,534.81,7338,36347,37.37,28-Mar-2024
2166,SHARDACROP,EQ,321.45,329.0,320.0,321.15,321.45,249815,808.67,10174,136834,54.77,28-Mar-2024
2167,SHARDAMOTR,EQ,1361.9,1381.0,1350.05,1366.2,1361.85,17196,235.01,2784,9268,53.90,28-Mar-2024
2168,SHAREINDIA,EQ,1601.0,1625.0,1598.0,1605.45,1594.7,217004,3484.25,11308,112750,51.96,28-Mar-2024
2169,SHAREINDIA,W1,1099.0,1105.0,1055.0,1096.4,1075.45,152,1.66,13,136,89.47,28-Mar-2024
2170,SHARIABEES,EQ,485.11,493.64,481.1,491.3,485.06,1963,9.64,162,935,47.63,28-Mar-2024
2171,SHEETAL,SM,61.6,62.0,60.5,61.15,61.6,102000,62.5,41,76000,74.51,28-Mar-2024
2172,SHEMAROO,EQ,142.75,152.2,142.1,142.9,141.4,124919,183.19,3866,55047,44.07,28-Mar-2024
2173,SHERA,SM,132.5,139.0,132.5,137.05,133.35,59000,80.93,53,49000,83.05,28-Mar-2024
2174,SHIGAN,SM,99.0,99.0,89.7,90.5,94.35,142500,129.17,71,124500,87.37,28-Mar-2024
2175,SHILPAMED,EQ,454.0,469.0,454.0,460.55,454.0,517478,2389.34,19705,214466,41.44,28-Mar-2024
2176,SHIVALIK,EQ,568.7,584.3,560.7,577.9,568.7,58900,338.06,3087,23941,40.65,28-Mar-2024
2177,SHIVAMAUTO,EQ,37.15,38.1,36.5,37.15,36.6,145751,54.11,502,108364,74.35,28-Mar-2024
2178,SHIVAMILLS,EQ,85.35,85.35,82.05,82.75,82.85,10312,8.57,170,6489,62.93,28-Mar-2024
2179,SHIVATEX,BE,140.0,145.0,139.05,140.4,140.55,19062,27.32,248,-,-,28-Mar-2024
2180,SHK,EQ,207.1,213.4,203.1,205.5,204.05,332755,692.55,9620,121226,36.43,28-Mar-2024
2181,SHOPERSTOP,EQ,764.6,767.65,733.05,755.0,773.95,222083,1661.35,18784,69053,31.09,28-Mar-2024
2182,SHRADHA,EQ,63.9,73.95,61.35,65.7,61.65,927700,659.66,6240,233485,25.17,28-Mar-2024
2183,SHREDIGCEM,EQ,98.3,99.5,97.0,97.2,98.35,324700,318.25,4328,213595,65.78,28-Mar-2024
2184,SHREECEM,EQ,26091.0,26091.0,25585.0,25682.85,25939.35,26276,6783.64,11586,14650,55.75,28-Mar-2024
2185,SHREEKARNI,ST,369.5,370.0,351.05,358.65,369.5,75600,271.14,105,68400,90.48,28-Mar-2024
2186,SHREEOSFM,SM,117.0,124.95,117.0,122.3,120.0,16000,19.58,8,12000,75.00,28-Mar-2024
2187,SHREEPUSHK,EQ,155.8,166.0,155.8,158.75,159.2,134231,215.61,4825,70963,52.87,28-Mar-2024
2188,SHREERAMA,BE,23.05,23.75,23.05,23.55,23.3,119097,27.72,141,-,-,28-Mar-2024
2189,SHREMINVIT,IV,118.0,118.0,118.0,118.0,116.0,200000,236.0,1,200000,100.00,28-Mar-2024
2190,SHRENIK,EQ,0.95,0.95,0.9,0.9,0.9,1853475,17.11,1002,897542,48.42,28-Mar-2024
2191,SHREYANIND,EQ,217.95,218.0,210.05,212.65,212.75,28328,60.53,1267,16955,59.85,28-Mar-2024
2192,SHREYAS,EQ,264.0,267.2,258.15,259.35,259.7,46428,122.05,2472,28813,62.06,28-Mar-2024
