Unnamed: 0,Symbol,Series,Open,High,Low,Close,PrevClose,TotalTradedQty,TotalTradedValue,TotalTrades,DeliverableQty,DeliveryPercentage,Date
523,CUBEXTUB,BE,91.3,100.8,91.3,99.3,96.0,30848,30.04,287,-,-,28-Mar-2024
524,CUMMINSIND,EQ,2986.45,3025.0,2939.15,3006.25,2968.35,827120,24694.55,83292,504164,60.95,28-Mar-2024
525,CUPID,BE,2434.0,2439.2,2348.0,2423.15,2323.05,84288,2053.62,4072,-,-,28-Mar-2024
526,CYBERMEDIA,BE,23.3,23.3,23.25,23.25,23.7,4757,1.11,38,-,-,28-Mar-2024
527,CYBERTECH,EQ,139.05,144.45,135.55,138.05,138.55,179398,251.67,4384,79814,44.49,28-Mar-2024
528,CYIENT,EQ,1975.0,2025.0,1960.0,1996.35,1942.85,346848,6919.06,36340,229086,66.05,28-Mar-2024
529,CYIENTDLM,EQ,709.65,726.45,701.35,720.4,702.6,136721,978.34,11576,52764,38.59,28-Mar-2024
530,DABUR,EQ,522.0,526.0,517.75,523.15,521.65,2312982,12082.1,28506,1738052,75.14,28-Mar-2024
531,DALBHARAT,EQ,1956.0,1977.0,1935.1,1942.15,1957.85,650389,12765.75,31178,493706,75.91,28-Mar-2024
532,DALMIASUG,EQ,344.05,348.5,338.05,340.15,343.5,159800,546.81,5067,103381,64.69,28-Mar-2024
533,DAMODARIND,EQ,42.3,43.55,41.1,41.7,42.05,61338,25.97,536,45152,73.61,28-Mar-2024
534,DANGEE,EQ,8.5,8.55,8.05,8.1,8.45,1078183,88.16,1210,672423,62.37,28-Mar-2024
535,DATAMATICS,EQ,532.95,547.95,528.0,532.8,532.65,117844,635.23,7371,65987,56.00,28-Mar-2024
536,DATAPATTNS,EQ,2490.0,2495.1,2408.0,2422.0,2456.05,153271,3753.62,12317,54257,35.40,28-Mar-2024
537,DAVANGERE,EQ,77.6,78.0,75.0,76.85,76.45,996896,762.81,1485,895469,89.83,28-Mar-2024
538,DBCORP,BE,255.0,264.0,248.5,263.3,251.45,106638,276.95,1315,-,-,28-Mar-2024
539,DBL,EQ,428.4,469.0,427.75,456.9,425.2,4209899,19264.61,89291,734143,17.44,28-Mar-2024
540,DBOL,EQ,119.0,120.25,114.9,115.25,117.85,456443,536.12,5143,338089,74.07,28-Mar-2024
541,DBREALTY,EQ,202.2,203.35,194.0,196.35,198.5,5199068,10351.03,15519,3468155,66.71,28-Mar-2024
542,DBSTOCKBRO,EQ,39.5,41.0,39.4,39.5,41.2,11613,4.61,197,8193,70.55,28-Mar-2024
543,DCAL,EQ,233.0,238.7,231.05,235.55,233.95,397526,935.3,3782,196642,49.47,28-Mar-2024
544,DCBBANK,EQ,117.95,122.5,117.95,119.4,117.7,3028687,3631.37,18480,1637872,54.08,28-Mar-2024
545,DCI,EQ,188.4,188.4,181.0,184.6,185.25,5096,9.4,382,3495,68.58,28-Mar-2024
546,DCM,EQ,72.4,73.95,71.2,72.0,71.95,32079,23.26,465,19791,61.69,28-Mar-2024
547,DCMFINSERV,BE,4.75,4.75,4.7,4.7,4.8,6004,0.28,13,-,-,28-Mar-2024
548,DCMNVL,EQ,197.15,204.7,188.15,190.1,197.1,96420,186.53,3549,63021,65.36,28-Mar-2024
549,DCMSHRIRAM,EQ,860.45,874.65,832.4,854.25,860.45,53995,465.61,6173,29370,54.39,28-Mar-2024
550,DCMSRIND,EQ,178.85,185.7,177.0,183.2,176.85,277314,504.18,21311,100695,36.31,28-Mar-2024
551,DCW,EQ,53.0,53.9,51.15,51.4,52.05,3692809,1947.72,9460,1133873,30.70,28-Mar-2024
552,DCXINDIA,EQ,280.1,298.0,280.1,294.2,276.95,1238170,3594.26,33561,567417,45.83,28-Mar-2024
553,DECCANCE,EQ,585.8,607.1,585.8,591.0,582.9,15400,92.18,840,11334,73.60,28-Mar-2024
554,DEEM,SM,94.9,109.65,92.0,109.35,91.4,225000,239.08,184,150000,66.67,28-Mar-2024
555,DEEPAKFERT,EQ,493.0,514.9,492.45,504.1,486.7,1512219,7652.28,42630,593687,39.26,28-Mar-2024
556,DEEPAKNTR,EQ,2156.55,2168.95,2117.0,2125.5,2156.55,214589,4582.27,18337,110366,51.43,28-Mar-2024
557,DEEPENR,EQ,176.3,182.6,176.3,178.3,179.1,20167,36.31,928,11997,59.49,28-Mar-2024
558,DEEPINDS,EQ,306.15,319.4,301.45,308.5,306.35,817310,2542.41,26648,158951,19.45,28-Mar-2024
559,DELAPLEX,SM,225.0,225.0,217.0,217.65,222.45,47400,104.47,71,39600,83.54,28-Mar-2024
560,DELHIVERY,EQ,460.1,462.0,443.1,445.55,458.7,4231370,19047.8,57250,3577805,84.55,28-Mar-2024
561,DELPHIFX,EQ,228.0,228.95,216.15,218.75,222.8,47667,107.29,603,39299,82.44,28-Mar-2024
562,DELTACORP,EQ,113.5,116.1,110.1,110.65,113.25,5516052,6232.28,35364,3088783,56.00,28-Mar-2024
563,DELTAMAGNT,EQ,93.15,98.05,92.1,93.05,94.5,19902,18.87,441,14393,72.32,28-Mar-2024
564,DEN,EQ,49.85,49.85,46.65,47.05,49.05,3202664,1536.42,9149,2058290,64.27,28-Mar-2024
565,DENEERS,SM,218.55,226.5,218.0,226.0,226.15,6000,13.35,8,4200,70.00,28-Mar-2024
566,DENORA,EQ,1570.0,1655.95,1570.0,1624.9,1555.35,61157,990.39,7265,21406,35.00,28-Mar-2024
567,DENTALKART,SM,501.1,504.0,489.0,490.3,479.65,7000,34.6,26,5000,71.43,28-Mar-2024
568,DESTINY,SM,27.15,27.2,27.15,27.2,28.55,24000,6.53,6,21000,87.50,28-Mar-2024
569,DEVIT,EQ,101.05,106.05,100.0,101.0,101.0,79398,82.84,903,49903,62.85,28-Mar-2024
570,DEVYANI,EQ,153.0,154.6,147.15,150.45,151.75,1341863,2042.45,15263,731504,54.51,28-Mar-2024
571,DGCONTENT,EQ,20.1,21.4,20.0,21.4,20.4,24872,5.27,122,19990,80.37,28-Mar-2024
572,DHAMPURSUG,EQ,214.3,214.8,206.0,207.8,212.15,461504,971.83,12877,287294,62.25,28-Mar-2024
573,DHANBANK,BE,40.5,41.6,40.5,41.25,40.35,1255448,516.41,3911,-,-,28-Mar-2024
574,DHANI,EQ,39.25,40.9,37.7,38.05,39.2,5716135,2247.88,13531,2135884,37.37,28-Mar-2024
575,DHANILOANS,NF,991.0,991.0,991.0,991.0,990.01,20,0.2,2,20,100.00,28-Mar-2024
576,DHANUKA,EQ,1021.0,1034.75,996.05,1025.85,1016.3,57997,593.21,7931,28636,49.37,28-Mar-2024
577,DHARMAJ,EQ,225.65,234.7,221.05,223.9,224.5,96301,220.2,8062,45809,47.57,28-Mar-2024
578,DHRUV,BE,118.8,118.95,118.6,118.6,118.8,3631,4.32,29,-,-,28-Mar-2024
579,DHTL,SM,220.0,223.0,213.4,213.7,224.6,11200,24.3,7,6400,57.14,28-Mar-2024
580,DHUNINV,EQ,1152.4,1175.2,1141.0,1142.95,1152.0,1192,13.77,245,884,74.16,28-Mar-2024
581,DIACABS,BE,532.35,532.35,532.35,532.35,521.95,986,5.25,31,-,-,28-Mar-2024
582,DIAMINESQ,EQ,525.3,529.0,496.1,506.85,522.9,34302,174.91,3581,18340,53.47,28-Mar-2024
583,DIAMONDYD,EQ,945.7,985.8,903.95,912.15,940.9,124100,1143.86,8091,79098,63.74,28-Mar-2024
584,DICIND,EQ,431.1,437.95,417.0,420.35,428.95,13679,57.96,221,12161,88.90,28-Mar-2024
585,DIGIDRIVE,BE,40.8,41.75,38.55,38.8,39.95,245560,98.57,647,-,-,28-Mar-2024
586,DIGIKORE,SM,555.0,555.0,521.0,537.15,556.0,16000,86.71,19,14400,90.00,28-Mar-2024
587,DIGISPICE,EQ,23.7,24.55,23.35,24.45,23.4,284033,68.33,991,201589,70.97,28-Mar-2024
588,DIGJAMLMTD,BE,84.0,87.95,82.1,83.65,84.1,770,0.65,33,-,-,28-Mar-2024
589,DIL,EQ,7.25,7.3,7.0,7.0,7.15,1921442,136.14,2519,1280618,66.65,28-Mar-2024
590,DISHTV,EQ,17.0,17.25,16.65,16.75,16.8,28677512,4860.5,13953,12148212,42.36,28-Mar-2024
591,DIVGIITTS,EQ,770.0,800.0,751.3,769.9,762.55,38497,294.32,3709,22993,59.73,28-Mar-2024
592,DIVISLAB,EQ,3367.05,3469.7,3367.05,3445.3,3367.85,1145370,39330.7,135352,723213,63.14,28-Mar-2024
593,DIVISLAB,T0,3400.0,3402.0,3400.0,3445.3,3367.85,4,0.14,3,4,100.00,28-Mar-2024
594,DIVOPPBEES,EQ,73.9,73.9,70.13,70.7,71.76,284248,204.37,999,85537,30.09,28-Mar-2024
595,DIXON,EQ,7486.35,7580.0,7431.45,7479.25,7424.2,251091,18805.01,34737,98676,39.30,28-Mar-2024
596,DJML,EQ,168.0,171.5,164.0,170.55,166.5,52416,88.57,1612,29820,56.89,28-Mar-2024
597,DLF,EQ,886.8,907.0,882.7,897.0,880.5,4055477,36214.57,73281,2356719,58.11,28-Mar-2024
598,DLINKINDIA,EQ,277.75,281.95,268.0,271.6,277.05,169476,466.26,5379,98823,58.31,28-Mar-2024
599,DMART,EQ,4424.95,4560.0,4397.05,4525.6,4420.55,892567,40076.74,110180,390669,43.77,28-Mar-2024
600,DMCC,EQ,280.1,285.0,264.8,271.35,280.1,41609,115.53,1284,27465,66.01,28-Mar-2024
601,DNAMEDIA,BE,5.0,5.0,4.6,4.65,4.85,20204,0.96,113,-,-,28-Mar-2024
602,DODLA,EQ,803.85,818.5,801.0,803.15,802.4,28923,233.43,3098,19505,67.44,28-Mar-2024
603,DOLATALGO,EQ,68.0,70.2,67.0,68.25,67.25,358395,245.73,2211,213699,59.63,28-Mar-2024
604,DOLLAR,EQ,508.6,517.2,499.0,514.8,508.6,77236,392.4,5549,39434,51.06,28-Mar-2024
605,DOLLEX,SM,39.5,39.5,36.6,36.6,36.9,72000,27.29,18,24000,33.33,28-Mar-2024
606,DOLPHIN,BE,297.65,297.65,297.65,297.65,303.7,1611,4.8,36,-,-,28-Mar-2024
607,DOMS,EQ,1590.0,1595.0,1551.1,1565.75,1595.85,57525,905.88,8280,15767,27.41,28-Mar-2024
608,DONEAR,EQ,100.8,100.8,96.3,97.35,99.9,92313,90.84,1133,71128,77.05,28-Mar-2024
609,DPABHUSHAN,EQ,834.5,850.0,831.05,836.3,830.3,5451,45.65,583,3356,61.57,28-Mar-2024
610,DPSCLTD,EQ,14.9,15.45,14.9,15.4,14.75,1500547,230.39,2962,982961,65.51,28-Mar-2024
611,DPWIRES,EQ,434.9,437.55,420.3,425.65,429.55,46623,200.49,4715,24652,52.88,28-Mar-2024
612,DRCSYSTEMS,EQ,20.2,20.2,20.2,20.2,19.25,16148,3.26,93,16148,100.00,28-Mar-2024
613,DREAMFOLKS,EQ,485.7,490.2,480.1,488.35,481.35,249049,1209.22,11889,152319,61.16,28-Mar-2024
614,DREDGECORP,BE,695.0,695.0,673.35,679.6,677.6,24847,169.16,1140,-,-,28-Mar-2024
615,DRONE,SM,128.5,134.95,128.5,131.15,127.55,91000,118.7,75,67000,73.63,28-Mar-2024
616,DRREDDY,EQ,6078.0,6209.8,6078.0,6157.9,6044.1,517383,31832.09,78393,173799,33.59,28-Mar-2024
617,DSSL,EQ,929.0,1087.0,910.05,1027.8,937.1,1903167,19623.69,74665,136078,7.15,28-Mar-2024
618,DTIL,EQ,188.0,194.8,184.0,186.15,188.9,24320,45.72,1505,13795,56.72,28-Mar-2024
619,DUCOL,SM,94.0,94.0,87.15,90.1,90.5,37600,33.98,42,33600,89.36,28-Mar-2024
620,DUCON,BE,7.2,7.45,7.1,7.1,7.45,851803,60.78,1114,-,-,28-Mar-2024
621,DUGLOBAL,SM,72.0,72.0,70.0,70.0,72.0,380000,266.05,50,380000,100.00,28-Mar-2024
622,DVL,EQ,315.0,325.9,315.0,321.5,314.3,36654,118.06,659,29845,81.42,28-Mar-2024
623,DWARKESH,EQ,74.0,75.15,67.35,69.5,73.85,3370725,2404.74,29573,2260427,67.06,28-Mar-2024
624,DYCL,EQ,372.0,384.0,370.1,371.25,372.75,63768,238.83,5584,32972,51.71,28-Mar-2024
625,DYNAMATECH,EQ,7315.0,7681.0,7260.05,7457.1,7374.25,27613,2074.65,10559,8700,31.51,28-Mar-2024
626,DYNAMIC,SM,106.0,116.0,102.8,111.25,107.3,18000,19.3,16,15000,83.33,28-Mar-2024
627,DYNPRO,EQ,260.6,268.7,255.5,260.5,260.55,39175,102.18,2411,26517,67.69,28-Mar-2024
628,E2E,BE,896.5,896.5,896.5,896.5,878.95,12074,108.24,236,-,-,28-Mar-2024
629,EASEMYTRIP,EQ,43.8,44.3,42.6,42.8,43.45,43280573,18766.8,266565,12953643,29.93,28-Mar-2024
630,EBBETF0425,EQ,1193.53,1197.0,1192.8,1195.31,1192.66,30105,359.66,176,14581,48.43,28-Mar-2024
631,EBBETF0430,EQ,1360.0,1366.0,1353.05,1356.43,1353.15,14691,199.3,376,10069,68.54,28-Mar-2024
632,EBBETF0431,EQ,1212.07,1216.0,1211.0,1213.39,1212.81,10762,130.37,78,9845,91.48,28-Mar-2024
633,EBBETF0433,EQ,1103.07,1111.0,1103.04,1110.44,1108.17,9228,102.17,68,5477,59.35,28-Mar-2024
634,ECLERX,EQ,2389.45,2414.7,2336.0,2367.3,2387.1,59087,1400.75,7187,38633,65.38,28-Mar-2024
635,ECLFINANCE,NJ,955.0,959.0,950.0,959.0,950.0,843,8.02,20,843,100.00,28-Mar-2024
636,ECLFINANCE,NR,1000.0,1002.0,978.6,998.0,1000.12,5132,50.81,78,3301,64.32,28-Mar-2024
637,EDELWEISS,EQ,65.15,66.45,63.3,63.55,65.05,3819676,2473.3,14441,2192635,57.40,28-Mar-2024
638,EDUCOMP,BZ,3.35,3.35,3.2,3.2,3.35,43172,1.39,115,-,-,28-Mar-2024
639,EFACTOR,SM,127.9,145.0,127.9,141.3,120.95,81600,112.9,49,56000,68.63,28-Mar-2024
640,EFORCE,SM,85.35,86.2,79.0,82.0,83.4,258000,215.92,198,198000,76.74,28-Mar-2024
641,EGOLD,EQ,68.55,68.65,68.25,68.65,67.8,41013,28.15,21,34992,85.32,28-Mar-2024
642,EICHERMOT,EQ,3915.3,4075.0,3891.75,4019.3,3913.8,1307106,52501.25,129420,561766,42.98,28-Mar-2024
643,EIDPARRY,EQ,546.1,555.95,543.0,545.7,545.5,184116,1012.31,10167,103670,56.31,28-Mar-2024
644,EIFFL,EQ,129.2,132.75,128.0,131.9,130.55,50514,66.1,600,44916,88.92,28-Mar-2024
645,EIHAHOTELS,EQ,752.6,794.85,750.15,756.55,745.15,70362,541.71,7573,19293,27.42,28-Mar-2024
646,EIHOTEL,EQ,441.0,473.9,441.0,449.5,439.8,1555171,7146.48,62016,562601,36.18,28-Mar-2024
647,EIMCOELECO,EQ,1520.25,1580.0,1480.8,1528.15,1522.45,12765,194.47,566,9952,77.96,28-Mar-2024
648,EKC,EQ,133.55,135.65,130.55,131.35,131.5,389031,516.83,5596,222726,57.25,28-Mar-2024
649,ELDEHSG,EQ,818.15,818.15,775.05,803.3,801.1,2224,17.61,342,926,41.64,28-Mar-2024
650,ELECON,EQ,970.0,974.4,933.9,948.75,960.15,123181,1179.03,10311,68708,55.78,28-Mar-2024
651,ELECTCAST,EQ,179.1,182.6,175.75,178.2,177.9,1698998,3053.87,22860,869054,51.15,28-Mar-2024
652,ELECTHERM,BE,540.95,540.95,520.4,539.0,531.0,15029,79.07,71,-,-,28-Mar-2024
653,ELGIEQUIP,EQ,583.75,605.0,578.15,601.7,579.4,514956,3063.23,19527,299589,58.18,28-Mar-2024
654,ELGIRUBCO,EQ,48.2,50.3,48.2,48.6,48.55,60977,29.94,355,47489,77.88,28-Mar-2024
655,ELIN,EQ,137.2,139.25,131.05,133.25,136.55,289491,393.5,5433,178845,61.78,28-Mar-2024
656,EMAMILTD,EQ,437.75,438.6,426.35,429.35,437.75,699523,3026.46,14968,534642,76.43,28-Mar-2024
657,EMAMIPAP,EQ,114.75,116.5,114.0,114.15,114.75,41996,48.32,904,28315,67.42,28-Mar-2024
658,EMAMIREAL,EQ,111.0,114.0,103.2,105.05,106.85,207458,227.23,2192,108560,52.33,28-Mar-2024
659,EMBASSY,RR,377.97,382.95,366.9,369.61,377.03,497845,1860.49,12432,406956,81.74,28-Mar-2024
660,EMIL,EQ,194.5,198.8,190.5,191.55,195.7,206939,400.27,6111,137593,66.49,28-Mar-2024
661,EMKAY,BE,110.5,116.8,110.5,115.5,113.05,29686,34.22,267,-,-,28-Mar-2024
662,EMKAYTOOLS,SM,690.0,690.0,650.0,650.0,645.0,1500,9.87,5,1500,100.00,28-Mar-2024
663,EMMBI,EQ,89.75,92.4,88.25,89.4,89.7,115598,105.59,1362,86362,74.71,28-Mar-2024
664,EMSLIMITED,EQ,403.95,412.0,396.8,402.4,402.7,339693,1373.46,6961,197080,58.02,28-Mar-2024
665,EMUDHRA,EQ,742.6,771.5,735.2,756.9,734.3,542507,4087.34,25874,175515,32.35,28-Mar-2024
666,ENDURANCE,EQ,1825.0,1865.0,1778.4,1827.0,1815.05,165547,2996.37,15446,102187,61.73,28-Mar-2024
667,ENERGYDEV,EQ,21.95,22.8,21.25,22.0,21.25,211104,46.65,774,167123,79.17,28-Mar-2024
668,ENFUSE,ST,99.05,102.15,99.05,99.05,104.25,350400,348.23,239,327600,93.49,28-Mar-2024
669,ENGINERSIN,EQ,203.0,208.4,200.75,201.95,199.75,10743440,22014.13,54350,2925645,27.23,28-Mar-2024
670,ENIL,EQ,265.5,271.75,256.0,260.15,265.5,130052,345.43,3937,81162,62.41,28-Mar-2024
671,ENSER,ST,63.0,65.2,62.0,63.2,65.25,158000,98.52,61,156000,98.73,28-Mar-2024
672,ENTERO,EQ,1000.0,1010.1,970.0,987.45,999.85,82536,822.76,6989,60682,73.52,28-Mar-2024
673,EPACK,EQ,153.95,156.2,150.6,151.35,153.6,575248,881.24,9793,368967,64.14,28-Mar-2024
674,EPIGRAL,EQ,1099.6,1143.45,1086.0,1097.95,1099.55,84393,946.52,7920,33992,40.28,28-Mar-2024
675,EPL,EQ,181.3,182.65,178.35,179.3,180.2,641325,1157.96,12346,451827,70.45,28-Mar-2024
676,EQUAL50ADD,EQ,285.2,289.82,285.2,288.92,283.7,10293,29.69,99,9706,94.30,28-Mar-2024
677,EQUIPPP,BE,30.0,30.0,28.45,29.65,29.95,30887,9.12,129,-,-,28-Mar-2024
678,EQUITASBNK,EQ,93.9,94.05,92.2,92.55,92.95,3378126,3153.75,15344,2509541,74.29,28-Mar-2024
679,ERFLNCDI,N5,907.25,919.9,902.0,916.28,909.2,2610,23.69,31,2304,88.28,28-Mar-2024
680,ERIS,EQ,848.0,862.15,832.0,843.35,841.0,59652,503.45,6702,29061,48.72,28-Mar-2024
681,EROSMEDIA,EQ,18.5,18.8,17.75,17.85,18.25,1448606,263.18,3294,980630,67.69,28-Mar-2024
682,ESABINDIA,EQ,5305.7,5328.7,5162.0,5252.05,5300.35,2922,154.03,995,1731,59.24,28-Mar-2024
683,ESAFSFB,EQ,53.95,55.5,53.3,54.45,53.6,3086530,1678.68,8769,1753284,56.80,28-Mar-2024
684,ESCONET,SM,166.65,173.5,163.8,166.6,172.4,275200,456.54,162,171200,62.21,28-Mar-2024
685,ESCORTS,EQ,2799.95,2812.35,2754.55,2777.3,2798.7,227259,6318.49,21406,92571,40.73,28-Mar-2024
686,ESFL,SM,168.45,175.9,167.05,171.0,170.15,39600,67.86,32,30000,75.76,28-Mar-2024
687,ESG,EQ,37.02,37.6,37.02,37.37,36.97,9368,3.5,140,6558,70.00,28-Mar-2024
688,ESILVER,EQ,75.81,76.19,75.8,75.99,75.79,48617,36.95,31,47322,97.34,28-Mar-2024
689,ESSARSHPNG,EQ,20.7,21.8,20.1,20.5,20.8,708163,150.54,1745,524433,74.06,28-Mar-2024
690,ESSENTIA,BE,3.5,3.5,3.5,3.5,3.55,602243,21.08,971,-,-,28-Mar-2024
691,ESTER,EQ,86.2,91.3,84.6,84.95,86.1,680068,597.25,9505,207664,30.54,28-Mar-2024
692,ETHOSLTD,EQ,2535.05,2595.0,2533.55,2587.45,2533.0,13702,352.92,3234,8302,60.59,28-Mar-2024
693,EUROBOND,SM,164.45,176.0,155.0,163.6,164.45,158000,258.5,75,150000,94.94,28-Mar-2024
694,EUROTEXIND,BE,15.15,15.7,14.4,15.05,15.15,10469,1.55,88,-,-,28-Mar-2024
695,EVEREADY,EQ,336.0,337.45,331.85,334.2,334.35,85692,285.96,2414,63918,74.59,28-Mar-2024
696,EVERESTIND,EQ,1068.0,1075.95,1031.8,1041.55,1061.5,12150,127.95,1894,7136,58.73,28-Mar-2024
697,EXCEL,BE,0.5,0.55,0.45,0.5,0.5,3425829,17.02,3400,-,-,28-Mar-2024
698,EXCELINDUS,EQ,731.0,747.65,699.8,707.6,722.75,49085,355.61,3261,33664,68.58,28-Mar-2024
699,EXICOM,EQ,205.8,209.5,195.5,197.35,205.3,802683,1619.97,12310,504844,62.89,28-Mar-2024
700,EXIDEIND,EQ,305.45,306.45,302.8,304.55,304.55,1828715,5569.18,29111,1051205,57.48,28-Mar-2024
701,EXPLEOSOL,EQ,1220.0,1239.9,1211.0,1213.45,1212.7,27622,338.63,2739,18942,68.58,28-Mar-2024
702,EXXARO,EQ,84.15,87.8,82.2,84.0,83.35,229651,196.11,3163,129032,56.19,28-Mar-2024
703,FACT,EQ,647.95,648.9,625.0,627.95,642.35,290205,1848.36,13539,124619,42.94,28-Mar-2024
704,FAIRCHEMOR,EQ,1239.15,1274.0,1181.3,1190.2,1237.35,19501,236.49,4008,11157,57.21,28-Mar-2024
705,FAZE3Q,EQ,372.95,374.35,344.5,359.15,368.3,76378,276.24,4990,40027,52.41,28-Mar-2024
706,FCL,EQ,377.0,380.5,365.15,367.95,376.7,1198562,4437.97,21139,230735,19.25,28-Mar-2024
707,FCONSUMER,BE,0.8,0.85,0.75,0.75,0.8,9138277,71.9,3157,-,-,28-Mar-2024
708,FCSSOFT,EQ,3.65,3.75,3.6,3.65,3.6,8966469,330.94,6149,4226145,47.13,28-Mar-2024
709,FDC,EQ,426.0,432.5,423.35,424.9,423.9,114410,489.41,14555,40834,35.69,28-Mar-2024
710,FEDERALBNK,EQ,150.95,151.0,149.05,150.2,149.8,7208707,10824.26,37535,2681792,37.20,28-Mar-2024
711,FEDFINA,EQ,114.6,115.85,113.05,113.45,115.15,518702,592.81,6045,344117,66.34,28-Mar-2024
712,FEL,BZ,0.65,0.7,0.6,0.6,0.65,1197701,7.63,274,-,-,28-Mar-2024
713,FELDVR,BE,4.5,4.7,4.3,4.3,4.5,11066,0.48,71,-,-,28-Mar-2024
714,FELIX,ST,316.35,333.0,316.35,333.0,333.0,7000,22.31,7,6000,85.71,28-Mar-2024
715,FIBERWEB,EQ,31.55,33.0,29.0,30.35,31.25,194772,61.14,1147,98092,50.36,28-Mar-2024
716,FIDEL,SM,113.0,113.0,112.05,112.05,112.0,2000,2.25,2,2000,100.00,28-Mar-2024
717,FIEMIND,EQ,1098.0,1176.0,1092.0,1132.75,1076.45,208618,2386.0,19886,73166,35.07,28-Mar-2024
718,FILATEX,EQ,59.45,60.6,56.15,58.55,59.2,1679279,996.92,4991,716600,42.67,28-Mar-2024
719,FINCABLES,EQ,969.0,1005.0,961.8,1001.0,974.5,344769,3392.13,18092,131962,38.28,28-Mar-2024
720,FINEORG,EQ,4096.0,4127.25,4021.0,4034.85,4089.25,42934,1743.25,10958,29867,69.56,28-Mar-2024
721,FINIETF,EQ,22.76,23.28,22.75,23.08,22.74,210626,48.57,777,175361,83.26,28-Mar-2024
722,FINOPB,EQ,278.75,288.15,275.15,284.3,276.15,120833,338.66,5887,66089,54.69,28-Mar-2024
723,FINPIPE,EQ,250.0,252.65,244.25,246.45,249.8,831154,2059.28,18801,335909,40.41,28-Mar-2024
724,FIVESTAR,EQ,733.25,737.05,711.85,719.45,729.85,1466430,10721.8,17037,1365865,93.14,28-Mar-2024
725,FLAIR,EQ,251.5,256.0,247.05,250.85,251.1,263265,666.47,5194,169749,64.48,28-Mar-2024
726,FLEXITUFF,EQ,46.75,46.75,46.75,46.75,44.55,158949,74.31,159,137162,86.29,28-Mar-2024
727,FLFL,BZ,2.2,2.2,2.05,2.05,2.15,269048,5.53,241,-,-,28-Mar-2024
728,FLUOROCHEM,EQ,3136.5,3155.0,3075.0,3097.35,3104.6,41802,1301.02,6900,24774,59.27,28-Mar-2024
729,FMCGIETF,EQ,558.29,562.99,555.16,561.83,556.67,15100,84.47,508,9207,60.97,28-Mar-2024
730,FMGOETZE,EQ,318.45,333.9,315.25,322.1,315.25,252615,817.6,8644,139175,55.09,28-Mar-2024
731,FMNL,BE,6.0,6.05,5.55,5.6,5.8,66162,3.75,216,-,-,28-Mar-2024
732,FOCUS,EQ,143.05,150.9,142.05,143.85,142.0,268608,391.91,6188,136457,50.80,28-Mar-2024
733,FONEBOX,SM,132.0,134.95,128.0,129.35,133.1,30000,39.64,12,28000,93.33,28-Mar-2024
734,FOODSIN,EQ,131.9,134.5,129.2,130.35,130.85,240696,317.83,4059,129450,53.78,28-Mar-2024
735,FORCEMOT,EQ,7200.05,7390.0,7185.0,7244.0,7186.95,34964,2541.35,6015,14411,41.22,28-Mar-2024
736,FORTIS,EQ,415.0,421.95,410.2,420.2,413.2,1330031,5572.84,28655,1011637,76.06,28-Mar-2024
737,FOSECOIND,EQ,2988.0,2988.0,2884.1,2912.1,2913.95,4494,132.02,1040,2162,48.11,28-Mar-2024
738,FRETAIL,BZ,2.0,2.1,2.0,2.05,2.05,1619559,33.32,1419,-,-,28-Mar-2024
739,FROG,SM,148.9,173.8,138.0,164.7,145.25,180000,272.3,313,134800,74.89,28-Mar-2024
740,FSC,BZ,6.7,7.05,6.45,6.65,6.75,236050,15.62,293,-,-,28-Mar-2024
741,FSL,EQ,199.65,200.7,196.7,197.65,198.05,913903,1814.29,17456,476414,52.13,28-Mar-2024
742,FUSION,EQ,469.5,473.9,461.0,463.25,466.25,212167,991.05,12089,145270,68.47,28-Mar-2024
743,GABRIEL,EQ,337.05,341.45,332.0,333.85,336.45,218244,734.59,8240,135653,62.16,28-Mar-2024
744,GAEL,EQ,160.0,163.75,157.8,159.85,158.2,1215355,1962.2,20426,563861,46.39,28-Mar-2024
745,GAIL,EQ,181.35,182.4,179.65,181.05,180.3,10519502,19052.54,59077,5631847,53.54,28-Mar-2024
746,GALAXYSURF,EQ,2300.0,2330.0,2261.5,2271.25,2288.4,126934,2912.86,5449,114578,90.27,28-Mar-2024
747,GALLANTT,BE,190.3,199.7,190.0,192.0,190.3,43307,84.64,246,-,-,28-Mar-2024
748,GANDHAR,EQ,208.3,211.45,196.4,200.1,205.7,1264165,2585.55,27884,728686,57.64,28-Mar-2024
749,GANDHITUBE,EQ,723.0,753.0,723.0,732.7,733.85,8617,63.77,995,4556,52.87,28-Mar-2024
750,GANECOS,EQ,977.45,1009.45,971.1,985.0,972.55,59450,591.75,7016,32790,55.16,28-Mar-2024
751,GANESHBE,EQ,179.25,192.95,179.2,183.3,177.05,543308,1015.89,22203,222480,40.95,28-Mar-2024
752,GANESHHOUC,EQ,773.0,773.0,738.0,740.55,753.25,27029,202.85,1548,17166,63.51,28-Mar-2024
753,GANGAFORGE,BE,8.4,8.8,8.2,8.7,8.45,2170177,186.26,1823,-,-,28-Mar-2024
754,GANGESSECU,EQ,116.0,118.25,113.4,114.8,116.05,24491,28.62,242,13404,54.73,28-Mar-2024
755,GARFIBRES,EQ,3267.15,3357.85,3267.05,3325.15,3250.85,10886,361.19,4076,4583,42.10,28-Mar-2024
