Date,Scrip,Remaining Qty,Deployed Amount,Market Value,Unrealized % Return,Unrealized PNL,Realized PNL,Brokerage Amount,Turn Over Amount
2024-11-30,PENNAR INDUSTRIES LTD,0,-0.0,0.0,-100.0 %,0.0,6736.649999999994,3041.8499999999995,196507.05
2024-11-30,STEEL AUTHORITY OF INDIA,0,0.0,0.0,-100.0 %,0.0,52137.49999999998,10296.77,658965.0
2024-11-30,SUZLON ENERGY LIMITED,50,410.0,3149.0,668.05 %,2739.0,35987.5,783.05,32772.5
2024-11-30,TEXMACO RAIL & ENG. LTD.,0,0.0,0.0,668.05 %,0.0,6899.999999999991,1467.7600000000002,94400.0
2024-11-30,UNIVERSAL CABLES LTD,2900,1434072.7,1774655.0000000002,23.75 %,340582.3,435272.3999999988,83895.88000000025,6090091.0
2024-11-30,WELSPUN LIVING LIMITED,0,0.0,0.0,-100.0 %,0.0,61768.79999999996,8774.79,554100.05
2024-12-12,BIRLASOFT LIMITED,0,-0.0,0.0,-100.0 %,0.0,21425.800000000003,7019.5199999999995,457254.19999999995
2024-12-12,CENTURY ENKA LTD,0,-0.0,0.0,-100.0 %,0.0,35138.10000000001,15655.080000000005,1001365.6
2024-12-12,ELECTROSTEEL CASTINGS LTD,0,0.0,0.0,-100.0 %,0.0,37949.999999999985,4128.370000000001,256250.0
2024-12-12,FINOLEX CABLES LTD,0,0.0,0.0,-100.0 %,0.0,1914.8499999999992,569.02,28847.75
2024-12-12,FORTIS HEALTHCARE LTD,0,-0.0,0.0,-100.0 %,0.0,4492.499999999998,719.61,45727.5
2024-12-12,GRANULES INDIA LIMITED,0,0.0,0.0,-100.0 %,0.0,50651.24999999996,10088.030000000002,645167.25
2024-12-12,INDIAN RENEWABLE ENERGY,0,-0.0,0.0,-100.0 %,0.0,26230.0,1374.82,78540.0
2024-12-12,INFIBEAM AVENUES LIMITED,0,-0.0,0.0,-100.0 %,0.0,23249.999999999993,5788.129999999999,374250.0
2024-12-12,JINDAL SAW LIMITED,0,0.0,0.0,-100.0 %,0.0,135506.94999999992,28810.680000000008,1852955.2
2024-12-12,JK TYRE & INDUSTRIES LTD,900,385330.0,367965.0,-4.51 %,-17365.0,51836.70000000002,12534.25,1002362.75
2024-12-12,KIRLOSKAR BROTHERS LTD,100,92280.05,233165.0,152.67 %,140884.95,202478.29999999996,35714.529999999904,2323937.1500000004
2024-12-12,LT FOODS LIMITED,0,-0.0,0.0,-100.0 %,0.0,14129.999999999996,2002.35,124547.5
2024-12-12,NCC LIMITED,0,0.0,0.0,-100.0 %,0.0,8794.999999999993,3162.9800000000005,206465.0
2024-12-12,NMDC LTD.,0,0.0,0.0,-100.0 %,0.0,-1384.9999999999927,3603.2500000000005,240910.0
2024-12-12,NTPC LTD,0,0.0,0.0,-100.0 %,0.0,2903.0000000000064,1270.1499999999996,83225.0
2024-12-12,PENNAR INDUSTRIES LTD,0,-0.0,0.0,-100.0 %,0.0,6736.649999999994,3041.8499999999995,196507.05
2024-12-12,STEEL AUTHORITY OF INDIA,0,0.0,0.0,-100.0 %,0.0,52137.49999999998,10296.77,658965.0
2024-12-12,SUZLON ENERGY LIMITED,50,410.0,3285.0,701.22 %,2875.0,35987.5,783.05,32772.5
2024-12-12,TEXMACO RAIL & ENG. LTD.,0,0.0,0.0,701.22 %,0.0,6899.999999999991,1467.7600000000002,94400.0
2024-12-12,UNIVERSAL CABLES LTD,2900,1434072.7,1986644.9999999998,38.53 %,552572.3,435272.3999999988,83895.88000000025,6090091.0
2024-12-12,WELSPUN LIVING LIMITED,0,0.0,0.0,-100.0 %,0.0,61768.79999999996,8774.79,554100.05
